#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.995            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.002        27.821            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.821            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.919            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.935            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        35.130            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.033            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.935            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.033            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.642            
GPU 0     48                8                 0.000        0.000        0.000        0.000        0.000        167.449           
GPU 0     79                14                0.204        0.190        0.082        0.001        0.024        125.551           
GPU 0     64                12                0.657        0.613        0.257        0.003        0.097        113.897           
GPU 0     48                7                 0.642        0.593        0.245        0.003        0.093        151.725           
GPU 0     65                12                0.613        0.545        0.195        0.002        0.079        180.384           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     78                14                0.638        0.584        0.239        0.003        0.093        88.146            
GPU 0     67                10                0.646        0.590        0.228        0.003        0.089        63.498            
GPU 0     63                11                0.646        0.590        0.219        0.003        0.087        164.160           
GPU 0     59                9                 0.656        0.596        0.228        0.003        0.090        97.082            
GPU 0     0                 0                 0.607        0.545        0.201        0.002        0.082        35.839            
GPU 0     0                 0                 0.333        0.306        0.116        0.001        0.045        35.632            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.436            
