#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.910            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.662            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.751            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.751            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     40                6                 0.000        0.000        0.000        0.000        0.000        63.617            
GPU 0     12                2                 0.229        0.195        0.064        0.001        0.026        64.087            
GPU 0     0                 0                 0.248        0.204        0.055        0.001        0.029        63.617            
GPU 0     35                5                 0.224        0.184        0.048        0.001        0.026        81.616            
GPU 0     39                6                 0.320        0.262        0.070        0.001        0.037        63.105            
GPU 0     37                5                 0.346        0.284        0.074        0.001        0.040        63.410            
GPU 0     40                6                 0.315        0.260        0.071        0.001        0.037        63.313            
GPU 0     19                3                 0.277        0.228        0.062        0.001        0.032        64.673            
GPU 0     29                4                 0.340        0.279        0.074        0.001        0.040        64.575            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     21                3                 0.229        0.187        0.048        0.001        0.027        71.006            
GPU 0     20                3                 0.278        0.227        0.059        0.001        0.032        64.783            
GPU 0     65                8                 0.288        0.236        0.062        0.001        0.034        85.064            
GPU 0     52                8                 0.265        0.218        0.059        0.001        0.031        73.655            
GPU 0     19                3                 0.388        0.318        0.085        0.001        0.045        64.899            
GPU 0     0                 0                 0.243        0.198        0.052        0.001        0.029        115.904           
GPU 0     25                2                 0.297        0.244        0.067        0.001        0.035        72.765            
GPU 0     7                 1                 0.283        0.235        0.066        0.001        0.033        65.270            
GPU 0     49                7                 0.299        0.245        0.065        0.001        0.035        147.397           
GPU 0     39                6                 0.291        0.240        0.065        0.001        0.034        140.666           
GPU 0     2                 1                 0.294        0.242        0.065        0.001        0.035        63.117            
GPU 0     0                 0                 0.210        0.171        0.044        0.001        0.024        62.239            
GPU 0     0                 0                 0.207        0.170        0.045        0.001        0.024        35.640            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.533            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.435            
