#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.031            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.328            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.363            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.354            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.265            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.167            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.167            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.167            
GPU 0     33                5                 0.000        0.000        0.000        0.000        0.000        44.898            
GPU 0     38                7                 0.186        0.133        0.087        0.004        0.028        47.074            
GPU 0     40                6                 0.261        0.190        0.124        0.006        0.041        43.222            
GPU 0     39                6                 0.262        0.189        0.124        0.006        0.041        46.990            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     40                6                 0.266        0.192        0.126        0.006        0.041        50.151            
GPU 0     38                6                 0.256        0.186        0.122        0.006        0.041        50.741            
GPU 0     35                5                 0.261        0.190        0.124        0.006        0.041        47.864            
GPU 0     36                6                 0.267        0.193        0.127        0.006        0.041        48.756            
GPU 0     33                5                 0.264        0.190        0.125        0.006        0.040        48.755            
GPU 0     28                4                 0.275        0.199        0.131        0.007        0.042        45.992            
GPU 0     29                5                 0.280        0.204        0.134        0.007        0.043        47.178            
GPU 0     40                6                 0.274        0.200        0.131        0.007        0.043        45.497            
GPU 0     35                6                 0.262        0.192        0.126        0.006        0.041        50.051            
GPU 0     35                6                 0.272        0.199        0.130        0.007        0.042        49.055            
GPU 0     36                5                 0.278        0.205        0.133        0.007        0.043        44.880            
GPU 0     32                5                 0.277        0.204        0.133        0.007        0.043        49.257            
GPU 0     26                4                 0.258        0.189        0.123        0.006        0.040        38.855            
GPU 0     34                5                 0.245        0.180        0.117        0.006        0.038        47.962            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     34                5                 0.263        0.193        0.126        0.007        0.041        51.139            
GPU 0     30                5                 0.258        0.189        0.123        0.006        0.040        44.311            
GPU 0     39                6                 0.265        0.193        0.126        0.007        0.041        43.613            
GPU 0     31                5                 0.268        0.195        0.127        0.007        0.041        48.462            
GPU 0     29                4                 0.261        0.191        0.124        0.007        0.040        50.957            
GPU 0     32                5                 0.264        0.193        0.125        0.007        0.040        47.172            
GPU 0     35                6                 0.260        0.191        0.124        0.007        0.040        48.658            
GPU 0     32                5                 0.256        0.188        0.122        0.006        0.039        47.271            
GPU 0     35                6                 0.259        0.189        0.123        0.006        0.040        46.683            
GPU 0     37                6                 0.252        0.184        0.119        0.006        0.039        48.566            
GPU 0     0                 0                 0.264        0.193        0.125        0.007        0.041        38.767            
GPU 0     0                 0                 0.061        0.045        0.030        0.002        0.010        38.757            
