Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,6000,433.88783333333333,100.86746015735324
StepA,6000,18.156833333333335,101.60708540075528
StepB,6000,105.50783333333334,101.21969735310492
StepD,6000,24.117166666666666,101.64667615368978
StepE,6000,140.64633333333333,101.6294589925133
