#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        32.412            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        70.976            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        71.074            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        71.269            
GPU 0     N/A               N/A               0.001        0.000        0.000        0.000        0.000        70.573            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        70.769            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        71.672            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        71.866            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        72.062            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        72.160            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        72.062            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        71.269            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        131.150           
GPU 0     N/A               N/A               0.289        0.255        0.140        0.005        0.082        136.349           
GPU 0     N/A               N/A               0.516        0.459        0.264        0.011        0.151        127.316           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.516        0.458        0.260        0.010        0.148        125.080           
GPU 0     N/A               N/A               0.529        0.467        0.266        0.011        0.153        110.436           
GPU 0     N/A               N/A               0.527        0.467        0.265        0.011        0.155        142.372           
GPU 0     N/A               N/A               0.550        0.487        0.277        0.011        0.161        117.855           
GPU 0     N/A               N/A               0.547        0.486        0.278        0.012        0.163        117.361           
GPU 0     N/A               N/A               0.532        0.469        0.265        0.011        0.155        126.124           
GPU 0     N/A               N/A               0.525        0.467        0.264        0.011        0.152        131.573           
GPU 0     N/A               N/A               0.518        0.459        0.260        0.011        0.151        136.547           
GPU 0     N/A               N/A               0.531        0.471        0.265        0.011        0.154        73.636            
GPU 0     N/A               N/A               0.220        0.196        0.115        0.005        0.066        73.247            
