Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,1600,107.355,15.753768596831524
StepA,1600,9.991875,15.771626843308889
StepB,1600,38.69625,15.768518153506523
StepD,1600,4.366875,15.812776723592663
StepE,1600,35.018125,15.828889702317943
