#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        27.052            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.808            
GPU 0     N/A               N/A               0.001        0.000        0.000        0.000        0.000        65.613            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        65.820            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.016            
GPU 0     N/A               N/A               0.178        0.153        0.080        0.004        0.054        81.362            
GPU 0     N/A               N/A               0.175        0.152        0.079        0.004        0.053        82.233            
GPU 0     N/A               N/A               0.175        0.152        0.079        0.004        0.053        82.720            
GPU 0     N/A               N/A               0.174        0.151        0.078        0.004        0.053        81.465            
GPU 0     N/A               N/A               0.174        0.152        0.079        0.004        0.053        84.590            
GPU 0     N/A               N/A               0.173        0.151        0.078        0.004        0.053        82.489            
GPU 0     N/A               N/A               0.178        0.156        0.081        0.004        0.055        82.159            
GPU 0     N/A               N/A               0.177        0.154        0.080        0.004        0.054        76.443            
GPU 0     N/A               N/A               0.178        0.155        0.080        0.004        0.054        76.638            
GPU 0     N/A               N/A               0.175        0.152        0.079        0.004        0.053        83.123            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.174        0.152        0.079        0.004        0.053        89.425            
GPU 0     N/A               N/A               0.176        0.153        0.079        0.004        0.054        79.285            
GPU 0     N/A               N/A               0.175        0.153        0.079        0.004        0.053        77.819            
GPU 0     N/A               N/A               0.177        0.155        0.081        0.004        0.055        77.138            
GPU 0     N/A               N/A               0.182        0.158        0.083        0.004        0.056        83.706            
GPU 0     N/A               N/A               0.180        0.157        0.082        0.004        0.055        78.918            
GPU 0     N/A               N/A               0.177        0.155        0.081        0.004        0.054        81.856            
GPU 0     N/A               N/A               0.175        0.153        0.079        0.004        0.054        90.119            
GPU 0     N/A               N/A               0.173        0.151        0.078        0.004        0.053        78.124            
GPU 0     N/A               N/A               0.174        0.151        0.078        0.004        0.053        85.791            
GPU 0     N/A               N/A               0.175        0.152        0.079        0.004        0.053        65.211            
GPU 0     N/A               N/A               0.102        0.089        0.046        0.002        0.031        65.015            
