#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.443            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.839            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.132            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.354            
GPU 0     23                3                 0.000        0.000        0.000        0.000        0.000        45.313            
GPU 0     5                 1                 0.172        0.123        0.081        0.004        0.026        47.466            
GPU 0     23                4                 0.176        0.128        0.084        0.004        0.027        46.084            
GPU 0     22                3                 0.197        0.144        0.093        0.005        0.030        43.613            
GPU 0     25                4                 0.180        0.129        0.085        0.004        0.027        41.338            
GPU 0     24                4                 0.182        0.131        0.086        0.004        0.028        42.928            
GPU 0     24                4                 0.185        0.134        0.088        0.004        0.028        44.898            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     23                3                 0.186        0.135        0.089        0.005        0.029        41.534            
GPU 0     22                3                 0.186        0.135        0.089        0.005        0.028        43.693            
GPU 0     24                4                 0.186        0.135        0.088        0.005        0.028        44.880            
GPU 0     20                3                 0.186        0.134        0.088        0.004        0.028        43.401            
GPU 0     21                3                 0.185        0.133        0.088        0.004        0.028        44.616            
GPU 0     19                3                 0.186        0.135        0.089        0.005        0.028        42.732            
GPU 0     23                4                 0.186        0.134        0.089        0.004        0.028        44.702            
GPU 0     26                4                 0.189        0.137        0.090        0.005        0.029        46.482            
GPU 0     24                4                 0.190        0.138        0.091        0.005        0.029        43.515            
GPU 0     23                4                 0.190        0.139        0.091        0.005        0.029        43.210            
GPU 0     24                4                 0.191        0.140        0.091        0.005        0.030        47.069            
GPU 0     23                4                 0.195        0.143        0.094        0.005        0.030        44.984            
GPU 0     25                4                 0.192        0.141        0.092        0.005        0.030        48.957            
GPU 0     25                4                 0.189        0.138        0.090        0.005        0.029        44.213            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     24                4                 0.197        0.146        0.095        0.005        0.031        46.892            
GPU 0     24                4                 0.199        0.147        0.096        0.005        0.031        45.198            
GPU 0     24                4                 0.198        0.146        0.095        0.005        0.031        43.994            
GPU 0     23                4                 0.189        0.138        0.090        0.005        0.029        44.091            
GPU 0     37                6                 0.187        0.135        0.088        0.005        0.028        47.069            
GPU 0     23                4                 0.190        0.139        0.090        0.005        0.029        43.700            
GPU 0     25                4                 0.190        0.139        0.090        0.005        0.029        44.293            
GPU 0     24                4                 0.189        0.138        0.090        0.005        0.029        43.602            
GPU 0     24                4                 0.192        0.140        0.091        0.005        0.029        45.008            
GPU 0     25                4                 0.189        0.138        0.090        0.005        0.029        50.345            
GPU 0     25                4                 0.189        0.138        0.089        0.005        0.029        41.730            
GPU 0     23                4                 0.190        0.139        0.090        0.005        0.029        43.786            
GPU 0     24                4                 0.192        0.141        0.091        0.005        0.029        42.121            
GPU 0     22                4                 0.190        0.139        0.090        0.005        0.029        43.723            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     22                3                 0.188        0.137        0.089        0.005        0.029        48.859            
GPU 0     23                3                 0.187        0.136        0.088        0.005        0.028        39.943            
GPU 0     24                4                 0.190        0.139        0.090        0.005        0.029        46.683            
GPU 0     25                4                 0.188        0.137        0.089        0.005        0.029        42.525            
GPU 0     0                 0                 0.191        0.139        0.091        0.005        0.029        38.562            
