#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.954            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.643            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        37.972            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.963            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.972            
GPU 0     79                16                0.518        0.480        0.204        0.002        0.074        91.335            
GPU 0     56                12                0.518        0.480        0.204        0.002        0.074        87.357            
GPU 0     76                15                0.669        0.626        0.283        0.003        0.104        181.338           
GPU 0     57                11                0.667        0.624        0.282        0.003        0.105        168.058           
GPU 0     82                14                0.673        0.629        0.284        0.003        0.106        88.176            
GPU 0     86                15                0.682        0.638        0.287        0.003        0.106        167.587           
GPU 0     70                14                0.678        0.634        0.286        0.003        0.106        120.715           
GPU 0     78                16                0.681        0.637        0.288        0.003        0.106        192.429           
GPU 0     100               20                0.684        0.640        0.289        0.003        0.106        130.861           
GPU 0     58                12                0.643        0.601        0.271        0.003        0.101        106.462           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     58                12                0.679        0.636        0.287        0.003        0.105        167.528           
GPU 0     87                14                0.678        0.634        0.286        0.003        0.106        74.616            
GPU 0     58                12                0.694        0.650        0.292        0.003        0.108        164.983           
GPU 0     90                18                0.677        0.632        0.287        0.003        0.106        164.885           
GPU 0     56                10                0.684        0.640        0.288        0.003        0.105        78.741            
GPU 0     57                11                0.684        0.639        0.289        0.003        0.106        107.932           
GPU 0     53                10                0.683        0.639        0.288        0.003        0.106        164.682           
GPU 0     91                17                0.647        0.604        0.274        0.003        0.101        166.063           
GPU 0     83                16                0.636        0.596        0.268        0.003        0.100        138.326           
GPU 0     64                13                0.686        0.642        0.290        0.003        0.106        160.887           
GPU 0     81                13                0.679        0.635        0.287        0.003        0.106        91.264            
GPU 0     67                12                0.688        0.645        0.290        0.003        0.107        163.714           
GPU 0     77                15                0.681        0.637        0.288        0.003        0.106        166.368           
GPU 0     92                18                0.671        0.627        0.283        0.003        0.104        166.062           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     77                15                0.678        0.635        0.287        0.003        0.105        100.996           
GPU 0     0                 0                 0.672        0.628        0.284        0.003        0.104        40.948            
GPU 0     0                 0                 0.337        0.311        0.136        0.002        0.051        40.752            
