#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.444            
GPU 0     23                1                 0.001        0.000        0.000        0.000        0.000        38.464            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.073            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.984            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.865            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.874            
GPU 0     20                3                 0.216        0.177        0.047        0.001        0.020        71.770            
GPU 0     17                3                 0.216        0.177        0.047        0.001        0.020        68.792            
GPU 0     26                4                 0.376        0.312        0.088        0.001        0.044        159.752           
GPU 0     0                 0                 0.249        0.204        0.054        0.001        0.029        131.888           
GPU 0     34                5                 0.279        0.229        0.062        0.001        0.033        69.293            
GPU 0     5                 1                 0.260        0.213        0.056        0.001        0.030        70.379            
GPU 0     53                8                 0.361        0.297        0.080        0.001        0.042        114.808           
GPU 0     0                 0                 0.286        0.236        0.063        0.001        0.034        111.418           
GPU 0     60                9                 0.233        0.192        0.052        0.001        0.027        110.027           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     38                5                 0.314        0.259        0.070        0.001        0.037        86.242            
GPU 0     22                3                 0.248        0.203        0.054        0.001        0.029        165.224           
GPU 0     24                4                 0.267        0.220        0.060        0.001        0.032        110.787           
GPU 0     0                 0                 0.270        0.225        0.064        0.001        0.032        68.890            
GPU 0     0                 0                 0.291        0.240        0.066        0.001        0.034        69.182            
GPU 0     63                9                 0.323        0.264        0.069        0.001        0.037        128.098           
GPU 0     50                7                 0.307        0.253        0.069        0.001        0.035        72.757            
GPU 0     0                 0                 0.329        0.271        0.072        0.001        0.039        69.280            
GPU 0     34                5                 0.313        0.256        0.067        0.001        0.036        70.086            
GPU 0     48                7                 0.252        0.206        0.054        0.001        0.028        68.694            
GPU 0     41                6                 0.328        0.271        0.074        0.001        0.038        80.327            
GPU 0     20                3                 0.267        0.218        0.056        0.001        0.031        69.793            
GPU 0     0                 0                 0.359        0.299        0.086        0.001        0.043        39.455            
