#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        29.288            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.200            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.378            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.372            
GPU 0     N/A               N/A               0.001        0.000        0.000        0.000        0.000        64.677            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.677            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.798            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.700            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.774            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.872            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.872            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        64.872            
GPU 0     N/A               N/A               0.195        0.170        0.091        0.003        0.055        123.914           
GPU 0     N/A               N/A               0.195        0.170        0.091        0.003        0.055        113.482           
GPU 0     N/A               N/A               0.523        0.468        0.265        0.011        0.149        126.353           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.530        0.469        0.265        0.011        0.154        128.166           
GPU 0     N/A               N/A               0.515        0.455        0.260        0.011        0.151        122.082           
GPU 0     N/A               N/A               0.539        0.479        0.273        0.011        0.156        118.138           
GPU 0     N/A               N/A               0.529        0.469        0.266        0.011        0.154        114.462           
GPU 0     N/A               N/A               0.542        0.484        0.274        0.011        0.156        108.676           
GPU 0     N/A               N/A               0.536        0.474        0.268        0.011        0.154        121.005           
GPU 0     N/A               N/A               0.534        0.475        0.269        0.011        0.154        109.737           
GPU 0     N/A               N/A               0.536        0.476        0.268        0.011        0.156        120.711           
GPU 0     N/A               N/A               0.529        0.470        0.265        0.011        0.152        64.408            
GPU 0     N/A               N/A               0.347        0.310        0.181        0.008        0.103        64.194            
