Timestamp, GPU_ID, Total_Memory_MB, Used_Memory_MB, Free_Memory_MB
2025-03-31 23:52:23, 0,  24576,  1,  24050
2025-03-31 23:52:28, 0,  24576,  1,  24050
2025-03-31 23:52:33, 0,  24576,  1,  24050
2025-03-31 23:52:38, 0,  24576,  4,  24046
2025-03-31 23:52:43, 0,  24576,  1439,  22611
2025-03-31 23:52:48, 0,  24576,  1439,  22611
2025-03-31 23:52:53, 0,  24576,  1439,  22611
2025-03-31 23:52:58, 0,  24576,  1439,  22611
2025-03-31 23:53:04, 0,  24576,  1439,  22611
2025-03-31 23:53:09, 0,  24576,  1439,  22611
2025-03-31 23:53:14, 0,  24576,  7087,  16963
2025-03-31 23:53:19, 0,  24576,  7087,  16963
2025-03-31 23:53:24, 0,  24576,  7087,  16963
2025-03-31 23:53:29, 0,  24576,  7087,  16963
2025-03-31 23:53:34, 0,  24576,  7087,  16963
2025-03-31 23:53:39, 0,  24576,  7087,  16963
2025-03-31 23:53:44, 0,  24576,  7087,  16963
2025-03-31 23:53:49, 0,  24576,  7087,  16963
2025-03-31 23:53:54, 0,  24576,  7087,  16963
2025-03-31 23:53:59, 0,  24576,  7087,  16963
2025-03-31 23:54:04, 0,  24576,  7087,  16963
2025-03-31 23:54:09, 0,  24576,  7087,  16963
2025-03-31 23:54:14, 0,  24576,  7087,  16963
2025-03-31 23:54:19, 0,  24576,  7087,  16963
2025-03-31 23:54:24, 0,  24576,  7087,  16963
2025-03-31 23:54:29, 0,  24576,  7087,  16963
