Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,6000,250.983,81.68599901976802
StepA,6000,14.6765,81.9336337566571
StepB,6000,56.11516666666667,81.86767454870444
StepD,6000,14.5695,82.15914225855482
StepE,6000,80.2715,82.21205228686526
