#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        45.139            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.023            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.828            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.724            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.466            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.768            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.368            
GPU 0     94                13                0.000        0.000        0.000        0.000        0.000        70.702            
GPU 0     94                15                0.746        0.685        0.219        0.000        0.080        163.538           
GPU 0     80                10                0.814        0.723        0.208        0.001        0.085        65.283            
GPU 0     70                9                 0.745        0.658        0.180        0.000        0.077        71.161            
GPU 0     93                12                0.765        0.672        0.183        0.000        0.077        165.835           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     89                12                0.615        0.538        0.140        0.000        0.062        149.735           
GPU 0     41                5                 0.786        0.688        0.187        0.000        0.079        148.280           
GPU 0     81                10                0.732        0.652        0.180        0.000        0.075        153.850           
GPU 0     45                6                 0.779        0.685        0.184        0.000        0.079        171.498           
GPU 0     92                12                0.724        0.644        0.180        0.000        0.075        65.075            
GPU 0     82                10                0.792        0.706        0.207        0.000        0.081        169.273           
GPU 0     93                12                0.763        0.672        0.181        0.000        0.077        166.288           
GPU 0     92                12                0.802        0.712        0.204        0.000        0.082        71.863            
GPU 0     82                10                0.825        0.733        0.209        0.001        0.084        151.887           
GPU 0     0                 0                 0.727        0.635        0.168        0.000        0.073        65.185            
GPU 0     0                 0                 0.618        0.547        0.157        0.000        0.063        36.327            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.140            
