#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.238            
GPU 0     21                1                 0.001        0.000        0.000        0.000        0.000        35.741            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.654            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.662            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.954            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.044            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.053            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     91                13                0.000        0.000        0.000        0.000        0.000        134.137           
GPU 0     93                13                0.672        0.619        0.204        0.000        0.069        171.290           
GPU 0     94                13                0.872        0.791        0.246        0.001        0.093        133.809           
GPU 0     89                12                0.862        0.776        0.232        0.001        0.089        64.978            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     83                11                0.852        0.765        0.224        0.001        0.088        150.600           
GPU 0     92                13                0.798        0.712        0.205        0.000        0.083        64.489            
GPU 0     94                16                0.748        0.658        0.181        0.000        0.076        135.908           
GPU 0     82                11                0.885        0.810        0.262        0.001        0.096        148.682           
GPU 0     70                9                 0.884        0.809        0.254        0.001        0.098        150.216           
GPU 0     95                13                0.852        0.766        0.227        0.001        0.089        151.440           
GPU 0     73                9                 0.840        0.762        0.234        0.001        0.090        161.374           
GPU 0     94                12                0.763        0.674        0.189        0.000        0.079        181.829           
GPU 0     95                13                0.797        0.707        0.202        0.000        0.081        136.563           
GPU 0     83                10                0.846        0.772        0.238        0.001        0.092        160.281           
GPU 0     93                12                0.884        0.795        0.237        0.001        0.091        151.490           
GPU 0     93                13                0.866        0.787        0.248        0.001        0.093        161.069           
GPU 0     94                12                0.780        0.694        0.196        0.000        0.082        144.151           
GPU 0     90                13                0.811        0.727        0.216        0.001        0.086        152.417           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     88                11                0.823        0.737        0.218        0.001        0.086        153.513           
GPU 0     93                12                0.809        0.722        0.213        0.001        0.084        142.194           
GPU 0     72                9                 0.871        0.790        0.249        0.001        0.092        158.111           
GPU 0     93                13                0.734        0.643        0.172        0.000        0.074        165.349           
GPU 0     0                 0                 0.820        0.748        0.230        0.001        0.089        37.525            
GPU 0     0                 0                 0.404        0.360        0.104        0.000        0.041        36.925            
