#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.030            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.564            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.556            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.564            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.572            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.564            
GPU 0     62                6                 0.126        0.107        0.023        0.000        0.009        74.337            
GPU 0     5                 1                 0.174        0.148        0.032        0.000        0.016        61.336            
GPU 0     32                3                 0.174        0.148        0.032        0.000        0.016        35.338            
GPU 0     45                4                 0.209        0.178        0.038        0.000        0.018        37.037            
GPU 0     0                 0                 0.173        0.147        0.031        0.000        0.014        38.013            
GPU 0     37                4                 0.130        0.111        0.024        0.000        0.010        41.092            
GPU 0     8                 1                 0.121        0.103        0.022        0.000        0.008        40.493            
GPU 0     18                2                 0.184        0.156        0.033        0.000        0.014        41.789            
GPU 0     0                 0                 0.210        0.178        0.038        0.000        0.016        37.427            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.209        0.178        0.038        0.000        0.015        62.324            
GPU 0     28                3                 0.183        0.155        0.033        0.000        0.014        46.916            
GPU 0     22                2                 0.238        0.202        0.043        0.000        0.021        85.674            
GPU 0     0                 0                 0.172        0.146        0.031        0.000        0.014        37.232            
GPU 0     32                4                 0.216        0.183        0.039        0.000        0.019        55.412            
GPU 0     18                2                 0.179        0.152        0.033        0.000        0.016        34.760            
GPU 0     0                 0                 0.183        0.155        0.033        0.000        0.013        37.915            
GPU 0     0                 0                 0.196        0.166        0.035        0.000        0.016        62.714            
GPU 0     20                2                 0.162        0.138        0.029        0.000        0.014        37.329            
GPU 0     23                2                 0.162        0.138        0.029        0.000        0.013        96.171            
GPU 0     0                 0                 0.219        0.186        0.040        0.000        0.017        62.714            
GPU 0     0                 0                 0.192        0.163        0.035        0.000        0.015        34.955            
GPU 0     0                 0                 0.145        0.124        0.026        0.000        0.011        34.760            
