#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.594            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.086            
GPU 0     0                 0                 0.005        0.000        0.000        0.000        0.000        42.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.314            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.523            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.514            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.523            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.523            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.523            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.523            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.523            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.523            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.523            
GPU 0     39                21                0.000        0.000        0.000        0.000        0.000        167.357           
GPU 0     59                36                0.153        0.124        0.055        0.022        0.044        69.212            
GPU 0     40                23                0.225        0.196        0.096        0.036        0.097        75.518            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.217        0.188        0.092        0.035        0.093        67.049            
GPU 0     43                22                0.186        0.158        0.074        0.028        0.075        51.084            
GPU 0     95                66                0.172        0.141        0.064        0.025        0.064        153.633           
GPU 0     0                 0                 0.315        0.276        0.136        0.053        0.137        38.913            
GPU 0     30                18                0.102        0.082        0.037        0.014        0.034        66.861            
GPU 0     80                48                0.261        0.220        0.103        0.040        0.101        74.239            
GPU 0     0                 0                 0.304        0.267        0.132        0.051        0.133        81.711            
GPU 0     11                1                 0.183        0.156        0.074        0.028        0.075        68.037            
GPU 0     22                13                0.227        0.193        0.092        0.038        0.088        79.870            
GPU 0     0                 0                 0.194        0.167        0.079        0.030        0.079        39.806            
GPU 0     44                26                0.244        0.209        0.101        0.038        0.098        83.418            
GPU 0     58                31                0.215        0.184        0.088        0.034        0.087        78.660            
GPU 0     0                 0                 0.233        0.197        0.093        0.035        0.094        68.653            
GPU 0     75                52                0.233        0.198        0.095        0.036        0.095        76.824            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     47                27                0.205        0.174        0.083        0.032        0.083        75.541            
GPU 0     1                 0                 0.199        0.168        0.078        0.030        0.080        196.830           
GPU 0     23                14                0.294        0.254        0.123        0.046        0.122        152.954           
GPU 0     9                 1                 0.256        0.215        0.102        0.038        0.102        194.294           
GPU 0     21                10                0.265        0.227        0.108        0.042        0.110        79.188            
GPU 0     10                1                 0.182        0.160        0.077        0.031        0.080        77.079            
GPU 0     22                11                0.222        0.187        0.088        0.033        0.089        76.311            
GPU 0     11                1                 0.204        0.169        0.079        0.030        0.079        69.816            
GPU 0     35                11                0.185        0.153        0.070        0.027        0.073        69.233            
GPU 0     17                2                 0.219        0.193        0.096        0.037        0.098        69.336            
GPU 0     50                34                0.222        0.187        0.087        0.033        0.085        106.897           
GPU 0     34                15                0.207        0.177        0.084        0.031        0.083        67.458            
GPU 0     28                9                 0.229        0.201        0.099        0.038        0.100        69.434            
GPU 0     13                1                 0.164        0.137        0.062        0.024        0.059        102.232           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     34                18                0.195        0.160        0.074        0.028        0.072        187.088           
GPU 0     11                1                 0.278        0.239        0.114        0.044        0.114        69.428            
GPU 0     2                 0                 0.263        0.226        0.108        0.041        0.109        69.538            
