#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.750            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.336            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.434            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        37.461            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.264            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.461            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.461            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.461            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.374            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.381            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.570            
GPU 0     56                8                 0.002        0.000        0.000        0.000        0.000        69.282            
GPU 0     58                9                 0.520        0.457        0.164        0.002        0.066        140.216           
GPU 0     52                9                 0.463        0.400        0.131        0.002        0.056        81.677            
GPU 0     38                5                 0.545        0.469        0.155        0.002        0.067        67.415            
GPU 0     58                9                 0.459        0.403        0.142        0.002        0.058        182.171           
GPU 0     76                13                0.548        0.469        0.150        0.002        0.066        88.103            
GPU 0     40                6                 0.570        0.507        0.185        0.002        0.073        127.894           
GPU 0     67                10                0.487        0.421        0.139        0.002        0.061        178.144           
GPU 0     23                4                 0.589        0.508        0.171        0.002        0.071        75.290            
GPU 0     60                9                 0.526        0.459        0.158        0.002        0.067        150.932           
GPU 0     0                 0                 0.524        0.457        0.153        0.002        0.063        68.891            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.340        0.297        0.099        0.001        0.043        39.135            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.842            
