Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,12000,803.3053333333334,209.73154362416108
StepA,12000,23.14741666666667,212.82255919127428
StepB,12000,304.01483333333334,211.4388413151496
StepD,12000,35.5255,212.29168878038425
StepE,12000,158.65475,211.46492325585493
