Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,12000,458.1951666666667,184.80872297172425
StepA,12000,18.675,185.8620903289759
StepB,12000,152.3515,185.27667984189722
StepD,12000,21.4555,185.99460615642147
StepE,12000,107.81633333333333,186.12731108077926
