Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,6000,9405.0125,42.62180957996207
StepA,6000,10.043,49.25906161487623
StepB,6000,386.72016666666667,43.514207388712414
StepD,6000,13.253833333333333,43.588812204867416
StepE,6000,338.36633333333333,42.76367368466067
