#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.824            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.665            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.763            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.665            
GPU 0     94                19                0.146        0.140        0.056        0.000        0.017        170.129           
GPU 0     94                16                0.882        0.821        0.269        0.001        0.104        164.777           
GPU 0     82                10                0.882        0.821        0.269        0.001        0.104        172.092           
GPU 0     97                15                0.902        0.830        0.263        0.001        0.098        168.087           
GPU 0     55                7                 0.917        0.850        0.280        0.001        0.106        158.899           
GPU 0     88                12                0.892        0.824        0.269        0.001        0.100        145.983           
GPU 0     96                16                0.850        0.789        0.267        0.001        0.096        152.229           
GPU 0     94                13                0.920        0.852        0.287        0.001        0.104        169.744           
GPU 0     95                13                0.920        0.872        0.318        0.001        0.116        165.664           
GPU 0     94                12                0.910        0.854        0.299        0.001        0.104        181.471           
GPU 0     93                12                0.915        0.852        0.298        0.001        0.104        168.862           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     93                12                0.901        0.840        0.284        0.001        0.102        161.194           
GPU 0     96                15                0.888        0.809        0.259        0.001        0.093        160.054           
GPU 0     95                16                0.902        0.843        0.284        0.001        0.106        170.281           
GPU 0     72                9                 0.901        0.844        0.279        0.001        0.105        166.947           
GPU 0     95                15                0.837        0.783        0.262        0.001        0.099        166.304           
GPU 0     98                16                0.904        0.854        0.305        0.001        0.110        176.076           
GPU 0     96                19                0.890        0.824        0.275        0.001        0.100        127.314           
GPU 0     93                12                0.901        0.851        0.300        0.001        0.108        169.443           
GPU 0     96                17                0.922        0.870        0.296        0.001        0.110        123.597           
GPU 0     95                17                0.911        0.842        0.276        0.001        0.103        165.454           
GPU 0     95                15                0.902        0.851        0.291        0.001        0.107        169.786           
GPU 0     95                14                0.901        0.842        0.279        0.001        0.106        149.142           
GPU 0     0                 0                 0.909        0.840        0.276        0.001        0.098        76.224            
GPU 0     0                 0                 0.715        0.673        0.225        0.000        0.082        42.036            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.142            
