#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.238            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.633            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.418            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.760            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     65                11                0.000        0.000        0.000        0.000        0.000        162.960           
GPU 0     74                13                0.409        0.381        0.169        0.002        0.050        168.528           
GPU 0     79                13                0.647        0.605        0.268        0.003        0.095        163.829           
GPU 0     83                15                0.648        0.606        0.269        0.003        0.096        62.617            
GPU 0     56                10                0.642        0.601        0.266        0.003        0.096        162.212           
GPU 0     96                16                0.641        0.597        0.265        0.003        0.096        167.797           
GPU 0     52                10                0.642        0.594        0.275        0.003        0.093        75.534            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     50                9                 0.648        0.602        0.284        0.003        0.092        167.905           
GPU 0     0                 0                 0.627        0.580        0.262        0.003        0.091        35.729            
GPU 0     0                 0                 0.178        0.166        0.070        0.001        0.024        35.631            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.435            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.338            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.240            
