Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,6000,114.17366666666666,30.484242187142762
StepA,6000,9.887666666666666,30.502684236212787
StepB,6000,33.6915,30.498497948976013
StepD,6000,3.24,30.538547281305828
StepE,6000,29.30216666666667,30.55472095901084
