#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.510            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.269            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.180            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.073            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.984            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.984            
GPU 0     69                11                0.195        0.181        0.083        0.001        0.020        118.599           
GPU 0     100               22                0.669        0.617        0.270        0.003        0.110        166.340           
GPU 0     65                12                0.639        0.588        0.251        0.003        0.107        166.534           
GPU 0     54                10                0.608        0.557        0.239        0.003        0.102        71.366            
GPU 0     71                11                0.667        0.618        0.279        0.003        0.104        163.783           
GPU 0     100               17                0.667        0.618        0.279        0.003        0.104        166.548           
GPU 0     93                16                0.660        0.614        0.290        0.003        0.096        95.223            
GPU 0     40                9                 0.665        0.618        0.290        0.003        0.096        180.089           
GPU 0     76                14                0.670        0.625        0.295        0.003        0.097        96.680            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     42                9                 0.619        0.576        0.272        0.003        0.091        90.997            
GPU 0     51                10                0.654        0.608        0.287        0.003        0.095        174.592           
GPU 0     74                13                0.661        0.617        0.291        0.003        0.096        96.613            
GPU 0     96                17                0.624        0.580        0.274        0.003        0.091        90.858            
GPU 0     39                9                 0.630        0.587        0.278        0.003        0.092        102.678           
GPU 0     100               17                0.567        0.527        0.247        0.003        0.083        162.753           
GPU 0     75                13                0.615        0.574        0.272        0.003        0.089        168.220           
GPU 0     49                9                 0.634        0.591        0.278        0.003        0.092        162.425           
GPU 0     90                17                0.634        0.585        0.258        0.003        0.102        95.390            
GPU 0     95                19                0.607        0.561        0.256        0.003        0.095        161.207           
GPU 0     57                10                0.563        0.527        0.238        0.003        0.089        95.458            
GPU 0     91                18                0.619        0.580        0.262        0.003        0.096        73.823            
GPU 0     46                8                 0.624        0.584        0.263        0.003        0.098        166.658           
GPU 0     89                17                0.586        0.547        0.248        0.003        0.092        112.466           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     58                12                0.636        0.596        0.268        0.003        0.099        182.424           
GPU 0     76                13                0.643        0.602        0.271        0.003        0.101        91.335            
GPU 0     93                18                0.637        0.596        0.269        0.003        0.099        87.534            
GPU 0     48                9                 0.620        0.580        0.262        0.003        0.097        154.873           
GPU 0     65                11                0.626        0.586        0.264        0.003        0.098        167.284           
GPU 0     0                 0                 0.623        0.581        0.264        0.003        0.097        72.661            
GPU 0     0                 0                 0.515        0.482        0.217        0.002        0.082        40.948            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.556            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.238            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.944            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.650            
