#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.660            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.238            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.238            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.569            
GPU 0     92                13                0.021        0.019        0.007        0.000        0.002        144.730           
GPU 0     76                10                0.612        0.554        0.173        0.000        0.068        167.526           
GPU 0     51                7                 0.627        0.542        0.134        0.000        0.062        146.957           
GPU 0     51                7                 0.608        0.528        0.134        0.000        0.061        75.714            
GPU 0     40                5                 0.581        0.507        0.133        0.000        0.059        63.332            
GPU 0     80                10                0.565        0.496        0.133        0.000        0.057        138.508           
GPU 0     77                10                0.681        0.589        0.147        0.000        0.068        180.435           
GPU 0     93                12                0.736        0.639        0.164        0.000        0.073        163.932           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     80                10                0.734        0.639        0.162        0.000        0.073        63.917            
GPU 0     76                11                0.594        0.517        0.129        0.000        0.060        179.646           
GPU 0     0                 0                 0.702        0.610        0.156        0.000        0.070        36.375            
GPU 0     0                 0                 0.317        0.272        0.064        0.000        0.028        36.864            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.278            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.168            
