#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.919            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.411            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.314            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.438            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.438            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.438            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.341            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.341            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        68.481            
GPU 0     21                3                 0.047        0.038        0.013        0.000        0.004        60.677            
GPU 0     0                 0                 0.188        0.153        0.039        0.001        0.019        68.877            
GPU 0     0                 0                 0.184        0.150        0.038        0.001        0.020        39.526            
GPU 0     43                6                 0.181        0.148        0.038        0.001        0.018        145.154           
GPU 0     45                6                 0.176        0.144        0.036        0.001        0.019        98.568            
GPU 0     43                6                 0.221        0.181        0.048        0.001        0.023        105.236           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     21                3                 0.217        0.177        0.045        0.001        0.021        98.686            
GPU 0     40                6                 0.136        0.111        0.028        0.000        0.014        72.691            
GPU 0     20                3                 0.266        0.217        0.055        0.001        0.028        72.808            
GPU 0     0                 0                 0.143        0.117        0.030        0.000        0.016        61.354            
GPU 0     22                3                 0.130        0.106        0.027        0.000        0.013        51.392            
GPU 0     0                 0                 0.190        0.156        0.041        0.001        0.020        39.722            
GPU 0     19                3                 0.128        0.104        0.026        0.000        0.014        71.431            
GPU 0     20                3                 0.246        0.202        0.054        0.001        0.028        69.573            
GPU 0     0                 0                 0.196        0.159        0.041        0.001        0.022        52.882            
GPU 0     29                3                 0.192        0.156        0.040        0.001        0.020        38.940            
GPU 0     3                 1                 0.162        0.133        0.035        0.001        0.015        39.136            
GPU 0     18                3                 0.120        0.098        0.025        0.000        0.013        69.560            
GPU 0     39                6                 0.210        0.172        0.045        0.001        0.023        69.268            
GPU 0     0                 0                 0.163        0.133        0.035        0.001        0.017        69.463            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     42                6                 0.165        0.136        0.037        0.001        0.019        147.403           
GPU 0     0                 0                 0.237        0.195        0.052        0.001        0.025        69.463            
GPU 0     0                 0                 0.183        0.149        0.039        0.001        0.020        63.447            
GPU 0     20                2                 0.168        0.137        0.035        0.001        0.017        56.546            
GPU 0     19                3                 0.190        0.155        0.039        0.001        0.019        76.069            
GPU 0     24                3                 0.219        0.178        0.045        0.001        0.025        46.360            
GPU 0     0                 0                 0.168        0.137        0.035        0.001        0.017        39.038            
GPU 0     0                 0                 0.159        0.130        0.035        0.001        0.015        63.544            
GPU 0     0                 0                 0.178        0.145        0.037        0.001        0.019        54.458            
GPU 0     9                 1                 0.161        0.132        0.035        0.001        0.016        69.573            
GPU 0     13                2                 0.176        0.144        0.038        0.001        0.020        90.340            
GPU 0     0                 0                 0.164        0.134        0.034        0.001        0.018        58.313            
GPU 0     0                 0                 0.168        0.137        0.035        0.001        0.018        69.560            
GPU 0     18                2                 0.161        0.131        0.034        0.001        0.018        63.740            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     19                3                 0.182        0.149        0.039        0.001        0.020        68.878            
GPU 0     0                 0                 0.212        0.172        0.043        0.001        0.022        71.997            
GPU 0     20                3                 0.161        0.131        0.034        0.001        0.017        69.768            
GPU 0     0                 0                 0.237        0.194        0.051        0.001        0.027        69.670            
GPU 0     0                 0                 0.156        0.127        0.032        0.001        0.017        63.544            
GPU 0     0                 0                 0.130        0.106        0.027        0.000        0.012        38.940            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.940            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.136            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.038            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.940            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.840            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.840            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.830            
