#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        47.148            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.825            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.825            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.825            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.765            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        35.765            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.765            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.765            
GPU 0     51                9                 0.000        0.000        0.000        0.000        0.000        180.338           
GPU 0     42                8                 0.450        0.411        0.175        0.002        0.060        139.489           
GPU 0     62                13                0.639        0.587        0.244        0.003        0.103        76.057            
GPU 0     72                13                0.625        0.574        0.239        0.002        0.101        179.112           
GPU 0     73                13                0.632        0.583        0.242        0.002        0.103        80.964            
GPU 0     60                13                0.622        0.571        0.239        0.003        0.102        83.261            
GPU 0     67                13                0.631        0.580        0.241        0.003        0.102        169.130           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     55                10                0.629        0.578        0.242        0.003        0.103        162.358           
GPU 0     0                 0                 0.643        0.593        0.245        0.003        0.104        36.766            
GPU 0     0                 0                 0.102        0.092        0.040        0.001        0.013        36.668            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.473            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.375            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.278            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.278            
