#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        29.326            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        65.308            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        65.516            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        65.626            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        65.710            
GPU 0     N/A               N/A               0.353        0.311        0.169        0.007        0.102        121.574           
GPU 0     N/A               N/A               0.566        0.497        0.276        0.012        0.165        119.358           
GPU 0     N/A               N/A               0.583        0.512        0.286        0.013        0.172        117.425           
GPU 0     N/A               N/A               0.579        0.508        0.282        0.012        0.170        114.024           
GPU 0     N/A               N/A               0.579        0.508        0.282        0.012        0.170        126.069           
GPU 0     N/A               N/A               0.590        0.518        0.288        0.013        0.174        128.972           
GPU 0     N/A               N/A               0.555        0.487        0.271        0.012        0.163        128.578           
GPU 0     N/A               N/A               0.561        0.494        0.273        0.012        0.164        137.912           
GPU 0     N/A               N/A               0.576        0.509        0.283        0.013        0.170        111.187           
GPU 0     N/A               N/A               0.560        0.493        0.275        0.012        0.165        136.544           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.578        0.508        0.284        0.013        0.170        126.836           
GPU 0     N/A               N/A               0.584        0.513        0.285        0.013        0.172        124.362           
GPU 0     N/A               N/A               0.554        0.486        0.268        0.012        0.162        127.102           
GPU 0     N/A               N/A               0.571        0.502        0.279        0.012        0.167        128.003           
GPU 0     N/A               N/A               0.571        0.503        0.280        0.012        0.168        117.076           
GPU 0     N/A               N/A               0.547        0.481        0.266        0.012        0.160        128.597           
GPU 0     N/A               N/A               0.589        0.520        0.289        0.013        0.174        128.582           
GPU 0     N/A               N/A               0.576        0.508        0.283        0.013        0.170        127.506           
GPU 0     N/A               N/A               0.550        0.484        0.268        0.012        0.160        122.806           
GPU 0     N/A               N/A               0.581        0.509        0.283        0.012        0.169        115.845           
GPU 0     N/A               N/A               0.565        0.497        0.279        0.012        0.166        130.162           
GPU 0     N/A               N/A               0.564        0.497        0.276        0.012        0.166        122.748           
GPU 0     N/A               N/A               0.571        0.504        0.281        0.012        0.168        123.549           
GPU 0     N/A               N/A               0.564        0.494        0.274        0.012        0.166        67.876            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.141        0.125        0.072        0.003        0.043        67.699            
