#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.109            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.962            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.864            
GPU 0     97                12                0.113        0.106        0.048        0.000        0.010        167.700           
GPU 0     55                11                0.640        0.594        0.265        0.003        0.096        171.737           
GPU 0     81                15                0.680        0.636        0.281        0.003        0.101        168.929           
GPU 0     58                11                0.664        0.620        0.268        0.003        0.100        90.826            
GPU 0     52                9                 0.667        0.622        0.276        0.003        0.101        168.932           
GPU 0     79                11                0.664        0.609        0.251        0.003        0.094        165.381           
GPU 0     65                12                0.657        0.612        0.258        0.003        0.099        164.963           
GPU 0     66                13                0.665        0.621        0.284        0.003        0.101        170.782           
GPU 0     48                9                 0.665        0.621        0.284        0.003        0.101        166.664           
GPU 0     79                13                0.670        0.625        0.268        0.003        0.101        94.299            
GPU 0     76                13                0.680        0.637        0.288        0.003        0.105        186.588           
GPU 0     58                9                 0.630        0.585        0.262        0.003        0.094        149.413           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     97                16                0.657        0.603        0.270        0.003        0.091        81.195            
GPU 0     77                11                0.660        0.609        0.270        0.003        0.094        105.767           
GPU 0     63                11                0.659        0.602        0.256        0.003        0.090        166.957           
GPU 0     80                13                0.674        0.629        0.277        0.003        0.101        173.784           
GPU 0     63                13                0.658        0.605        0.254        0.003        0.096        170.068           
GPU 0     78                14                0.676        0.629        0.262        0.003        0.099        167.259           
GPU 0     70                12                0.668        0.618        0.252        0.003        0.097        164.403           
GPU 0     49                9                 0.661        0.617        0.273        0.003        0.101        167.108           
GPU 0     86                14                0.650        0.588        0.234        0.003        0.087        172.816           
GPU 0     55                10                0.675        0.626        0.293        0.003        0.097        168.728           
GPU 0     100               17                0.674        0.624        0.270        0.003        0.097        92.718            
GPU 0     64                12                0.666        0.619        0.288        0.003        0.096        91.940            
GPU 0     83                14                0.677        0.630        0.283        0.003        0.098        99.979            
GPU 0     0                 0                 0.663        0.611        0.252        0.003        0.094        40.920            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.172        0.160        0.072        0.001        0.025        40.332            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.040            
