#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.702            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.946            
GPU 0     93                17                0.162        0.156        0.066        0.000        0.017        164.375           
GPU 0     97                16                0.932        0.891        0.355        0.001        0.121        162.545           
GPU 0     93                13                0.921        0.873        0.313        0.001        0.111        166.963           
GPU 0     97                16                0.921        0.873        0.313        0.001        0.111        169.716           
GPU 0     97                17                0.916        0.864        0.303        0.001        0.112        163.583           
GPU 0     95                15                0.937        0.883        0.313        0.001        0.115        151.795           
GPU 0     16                2                 0.866        0.809        0.286        0.001        0.107        171.773           
GPU 0     92                13                0.879        0.820        0.291        0.001        0.104        140.894           
GPU 0     64                9                 0.894        0.840        0.286        0.001        0.106        124.436           
GPU 0     96                19                0.911        0.868        0.318        0.001        0.113        174.867           
GPU 0     92                12                0.932        0.880        0.318        0.001        0.116        155.219           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     95                16                0.922        0.871        0.299        0.001        0.113        155.728           
GPU 0     94                14                0.881        0.834        0.307        0.001        0.110        166.346           
GPU 0     95                18                0.891        0.835        0.287        0.001        0.106        170.892           
GPU 0     97                17                0.903        0.856        0.308        0.001        0.113        170.601           
GPU 0     97                16                0.874        0.833        0.308        0.001        0.109        168.006           
GPU 0     91                12                0.887        0.838        0.305        0.001        0.111        169.704           
GPU 0     98                17                0.838        0.785        0.279        0.001        0.104        136.562           
GPU 0     96                15                0.930        0.879        0.310        0.001        0.113        140.100           
GPU 0     96                19                0.919        0.867        0.308        0.001        0.112        160.181           
GPU 0     96                17                0.938        0.887        0.330        0.001        0.121        167.507           
GPU 0     96                16                0.941        0.901        0.328        0.001        0.120        166.620           
GPU 0     94                15                0.946        0.906        0.342        0.001        0.116        171.677           
GPU 0     97                16                0.846        0.784        0.270        0.001        0.098        160.874           
GPU 0     0                 0                 0.937        0.893        0.338        0.001        0.120        37.719            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.384        0.361        0.134        0.000        0.045        37.329            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.925            
