#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.910            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.751            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     29                7                 0.258        0.235        0.096        0.001        0.032        167.023           
GPU 0     78                13                0.603        0.556        0.250        0.003        0.087        166.094           
GPU 0     60                10                0.603        0.556        0.250        0.003        0.087        77.614            
GPU 0     62                13                0.630        0.574        0.245        0.003        0.089        175.405           
GPU 0     57                9                 0.643        0.597        0.258        0.003        0.097        129.339           
GPU 0     77                14                0.626        0.575        0.231        0.003        0.092        76.618            
GPU 0     64                11                0.658        0.611        0.271        0.003        0.097        178.825           
GPU 0     65                12                0.643        0.595        0.259        0.003        0.094        164.325           
GPU 0     87                15                0.660        0.610        0.270        0.003        0.097        100.398           
GPU 0     61                10                0.670        0.621        0.268        0.003        0.099        127.343           
GPU 0     100               17                0.660        0.610        0.265        0.003        0.097        168.336           
GPU 0     84                15                0.626        0.577        0.244        0.003        0.097        164.758           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     62                12                0.645        0.596        0.246        0.003        0.094        168.499           
GPU 0     63                11                0.646        0.602        0.267        0.003        0.101        166.705           
GPU 0     63                11                0.657        0.608        0.267        0.003        0.096        88.609            
GPU 0     50                9                 0.653        0.606        0.272        0.003        0.097        173.250           
GPU 0     91                15                0.646        0.591        0.237        0.003        0.092        86.432            
GPU 0     69                12                0.661        0.616        0.273        0.003        0.098        173.392           
GPU 0     85                15                0.651        0.606        0.280        0.003        0.098        78.279            
GPU 0     95                19                0.659        0.613        0.277        0.003        0.097        83.401            
GPU 0     100               17                0.653        0.605        0.264        0.003        0.096        163.041           
GPU 0     49                9                 0.656        0.603        0.275        0.003        0.092        167.407           
GPU 0     79                15                0.619        0.576        0.263        0.003        0.092        82.440            
GPU 0     43                9                 0.667        0.615        0.267        0.003        0.095        200.115           
GPU 0     72                12                0.643        0.595        0.263        0.003        0.097        179.459           
GPU 0     0                 0                 0.651        0.602        0.262        0.003        0.096        36.633            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.340            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.132            
