#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.468            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.424            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.425            
GPU 0     0                 0                 0.097        0.078        0.033        0.014        0.027        61.051            
GPU 0     33                16                0.097        0.078        0.033        0.014        0.027        165.780           
GPU 0     0                 0                 0.305        0.277        0.140        0.060        0.144        67.354            
GPU 0     100               76                0.404        0.370        0.190        0.072        0.193        169.465           
GPU 0     0                 0                 0.397        0.372        0.194        0.076        0.201        67.842            
GPU 0     45                15                0.313        0.282        0.138        0.054        0.138        69.038            
GPU 0     32                9                 0.373        0.341        0.172        0.066        0.175        68.439            
GPU 0     29                9                 0.359        0.327        0.165        0.064        0.167        69.830            
GPU 0     35                8                 0.365        0.333        0.169        0.066        0.171        69.135            
GPU 0     100               64                0.390        0.360        0.183        0.072        0.186        169.159           
GPU 0     53                23                0.345        0.318        0.162        0.068        0.167        79.067            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     17                9                 0.400        0.368        0.188        0.070        0.191        89.589            
GPU 0     54                30                0.352        0.319        0.161        0.063        0.164        88.507            
GPU 0     50                31                0.373        0.341        0.172        0.068        0.175        135.213           
GPU 0     57                35                0.377        0.346        0.174        0.069        0.177        164.553           
GPU 0     46                28                0.363        0.330        0.166        0.066        0.169        161.812           
GPU 0     0                 0                 0.360        0.323        0.161        0.062        0.161        69.809            
GPU 0     51                22                0.371        0.342        0.174        0.069        0.177        71.895            
GPU 0     50                23                0.350        0.319        0.161        0.063        0.164        69.434            
GPU 0     0                 0                 0.348        0.311        0.154        0.059        0.154        164.748           
GPU 0     70                35                0.350        0.315        0.156        0.061        0.158        70.297            
GPU 0     0                 0                 0.357        0.322        0.160        0.063        0.162        70.123            
GPU 0     81                50                0.322        0.290        0.143        0.057        0.144        158.954           
GPU 0     10                1                 0.332        0.304        0.153        0.059        0.157        70.590            
GPU 0     66                32                0.350        0.316        0.156        0.059        0.154        138.699           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     38                14                0.347        0.317        0.160        0.063        0.163        70.590            
GPU 0     28                18                0.363        0.335        0.171        0.067        0.172        140.992           
GPU 0     67                31                0.364        0.333        0.167        0.065        0.170        78.970            
GPU 0     25                2                 0.386        0.355        0.180        0.071        0.183        75.825            
GPU 0     37                24                0.371        0.337        0.167        0.065        0.170        77.081            
GPU 0     59                25                0.371        0.337        0.170        0.067        0.173        76.053            
GPU 0     0                 0                 0.322        0.289        0.143        0.056        0.144        40.001            
GPU 0     0                 0                 0.183        0.167        0.085        0.033        0.079        39.611            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.305            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.109            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.806            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.611            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.403            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.403            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.207            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.207            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.109            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.011            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.914            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.913            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.816            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.718            
