Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,3200,104.735,31.05740767700296
StepA,3200,9.8278125,31.090902024794993
StepB,3200,31.833125,31.085163634244193
StepD,3200,4.57125,31.169033565153022
StepE,3200,36.323125,31.19790194109446
