#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        33.207            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.003        31.929            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.020            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.922            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.344            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        39.246            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.255            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.148            
GPU 0     40                8                 0.000        0.000        0.000        0.000        0.000        83.777            
GPU 0     47                10                0.347        0.322        0.132        0.001        0.044        184.775           
GPU 0     77                16                0.636        0.593        0.247        0.003        0.102        84.935            
GPU 0     73                15                0.615        0.574        0.239        0.003        0.099        162.427           
GPU 0     63                13                0.629        0.586        0.254        0.003        0.098        167.044           
GPU 0     60                9                 0.629        0.587        0.245        0.003        0.100        164.973           
GPU 0     62                11                0.623        0.583        0.242        0.003        0.099        161.083           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     55                10                0.645        0.602        0.251        0.003        0.104        165.263           
GPU 0     50                7                 0.636        0.594        0.252        0.003        0.101        107.201           
GPU 0     100               17                0.614        0.570        0.268        0.003        0.089        86.476            
GPU 0     71                14                0.590        0.549        0.260        0.003        0.086        165.456           
GPU 0     38                7                 0.655        0.604        0.279        0.003        0.095        119.682           
GPU 0     86                15                0.615        0.567        0.257        0.003        0.099        90.581            
GPU 0     50                10                0.632        0.590        0.261        0.003        0.093        77.788            
GPU 0     0                 0                 0.636        0.596        0.263        0.003        0.094        40.543            
GPU 0     0                 0                 0.258        0.239        0.102        0.001        0.035        40.751            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.445            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.748            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.955            
