Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,12000,1004.5580833333333,213.32574841783403
StepA,12000,25.004166666666666,217.74237448059372
StepB,12000,346.48275,215.38571992676887
StepD,12000,42.304,216.26297577854672
StepE,12000,208.93375,215.15401441531895
