#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.901            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.852            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.754            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.764            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.754            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.754            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.852            
GPU 0     23                9                 0.000        0.000        0.000        0.000        0.000        101.839           
GPU 0     41                18                0.036        0.027        0.010        0.005        0.008        69.573            
GPU 0     71                39                0.316        0.278        0.134        0.054        0.129        77.837            
GPU 0     8                 1                 0.371        0.329        0.164        0.064        0.166        69.268            
GPU 0     20                9                 0.335        0.292        0.143        0.055        0.145        94.884            
GPU 0     10                1                 0.431        0.398        0.204        0.081        0.209        69.768            
GPU 0     30                8                 0.362        0.323        0.159        0.062        0.159        73.789            
GPU 0     100               76                0.383        0.346        0.174        0.068        0.178        163.178           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     15                1                 0.406        0.370        0.188        0.074        0.190        69.866            
GPU 0     0                 0                 0.378        0.349        0.179        0.070        0.182        69.768            
GPU 0     43                23                0.382        0.349        0.176        0.072        0.179        169.349           
GPU 0     81                56                0.414        0.381        0.195        0.075        0.200        85.055            
GPU 0     0                 0                 0.372        0.332        0.163        0.062        0.162        70.647            
GPU 0     0                 0                 0.398        0.366        0.187        0.075        0.190        70.647            
GPU 0     22                12                0.409        0.378        0.195        0.079        0.200        155.853           
GPU 0     35                12                0.416        0.382        0.195        0.075        0.199        71.159            
GPU 0     41                15                0.328        0.291        0.143        0.055        0.143        70.647            
GPU 0     9                 1                 0.354        0.317        0.159        0.062        0.162        79.801            
GPU 0     77                40                0.397        0.356        0.179        0.070        0.181        72.050            
GPU 0     54                36                0.377        0.339        0.169        0.066        0.170        82.081            
GPU 0     8                 1                 0.354        0.312        0.151        0.058        0.153        71.561            
GPU 0     58                39                0.377        0.338        0.168        0.066        0.170        156.033           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     78                50                0.408        0.371        0.186        0.074        0.190        199.015           
GPU 0     16                1                 0.362        0.325        0.163        0.066        0.166        205.543           
GPU 0     0                 0                 0.403        0.363        0.181        0.068        0.180        83.547            
GPU 0     50                19                0.375        0.342        0.174        0.068        0.177        71.464            
GPU 0     47                19                0.408        0.372        0.188        0.073        0.191        72.550            
GPU 0     34                17                0.397        0.361        0.182        0.071        0.184        164.436           
GPU 0     10                1                 0.374        0.329        0.163        0.063        0.164        72.050            
GPU 0     98                61                0.325        0.276        0.130        0.049        0.129        78.349            
GPU 0     41                25                0.386        0.347        0.175        0.068        0.176        170.630           
GPU 0     36                19                0.360        0.312        0.151        0.057        0.150        70.171            
GPU 0     0                 0                 0.357        0.320        0.159        0.062        0.160        40.236            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.028            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.820            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.624            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.429            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.234            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.234            
