#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.816            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.754            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.754            
GPU 0     100               4                 0.000        0.000        0.000        0.000        0.003        51.600            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.825            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.825            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.825            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.962            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        37.962            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.962            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.060            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.071            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.060            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.060            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.060            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     8                 0                 0.000        0.000        0.000        0.000        0.000        38.060            
GPU 0     76                13                0.011        0.008        0.002        0.000        0.001        180.409           
GPU 0     93                19                0.646        0.601        0.275        0.003        0.093        88.406            
GPU 0     57                10                0.676        0.632        0.278        0.003        0.103        123.639           
GPU 0     64                12                0.673        0.629        0.281        0.003        0.102        154.680           
GPU 0     53                10                0.659        0.615        0.268        0.003        0.100        89.261            
GPU 0     96                16                0.672        0.625        0.275        0.003        0.098        71.151            
GPU 0     91                15                0.672        0.626        0.271        0.003        0.101        87.286            
GPU 0     67                12                0.673        0.630        0.274        0.003        0.102        73.920            
GPU 0     4                 1                 0.670        0.615        0.258        0.003        0.095        72.718            
GPU 0     73                13                0.638        0.592        0.278        0.003        0.092        174.416           
GPU 0     86                14                0.660        0.613        0.293        0.003        0.095        85.225            
GPU 0     82                14                0.661        0.614        0.287        0.003        0.096        88.004            
GPU 0     67                12                0.668        0.621        0.295        0.003        0.097        95.958            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     59                11                0.666        0.624        0.281        0.003        0.104        127.010           
GPU 0     64                11                0.660        0.612        0.269        0.003        0.097        166.332           
GPU 0     75                13                0.680        0.634        0.281        0.003        0.099        182.466           
GPU 0     63                11                0.661        0.615        0.287        0.003        0.097        92.452            
GPU 0     85                14                0.674        0.631        0.270        0.003        0.103        87.884            
GPU 0     95                16                0.663        0.620        0.281        0.003        0.102        94.775            
GPU 0     50                10                0.648        0.601        0.288        0.003        0.094        163.873           
GPU 0     71                14                0.658        0.611        0.284        0.003        0.096        92.524            
GPU 0     53                10                0.637        0.595        0.270        0.003        0.098        77.863            
GPU 0     0                 0                 0.672        0.629        0.284        0.003        0.104        40.822            
GPU 0     0                 0                 0.308        0.286        0.124        0.002        0.045        40.235            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.942            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.636            
