Timestamp, GPU_ID, Total_Memory_MB, Used_Memory_MB, Free_Memory_MB
2025-03-17 22:50:00, 0,  24576,  2403,  21647
2025-03-17 22:50:05, 0,  24576,  2403,  21647
2025-03-17 22:50:10, 0,  24576,  2403,  21647
2025-03-17 22:50:15, 0,  24576,  2403,  21647
2025-03-17 22:50:20, 0,  24576,  2403,  21647
2025-03-17 22:50:25, 0,  24576,  3651,  20399
2025-03-17 22:50:30, 0,  24576,  4095,  19955
2025-03-17 22:50:35, 0,  24576,  4095,  19955
2025-03-17 22:50:40, 0,  24576,  4097,  19953
2025-03-17 22:50:45, 0,  24576,  4097,  19953
2025-03-17 22:50:50, 0,  24576,  4097,  19953
2025-03-17 22:50:55, 0,  24576,  4097,  19953
2025-03-17 22:51:00, 0,  24576,  4097,  19953
2025-03-17 22:51:06, 0,  24576,  4097,  19953
2025-03-17 22:51:11, 0,  24576,  4097,  19953
2025-03-17 22:51:16, 0,  24576,  4097,  19953
2025-03-17 22:51:21, 0,  24576,  4097,  19953
2025-03-17 22:51:26, 0,  24576,  4097,  19953
2025-03-17 22:51:31, 0,  24576,  4097,  19953
2025-03-17 22:51:36, 0,  24576,  4097,  19953
2025-03-17 22:51:41, 0,  24576,  4097,  19953
2025-03-17 22:51:46, 0,  24576,  4097,  19953
2025-03-17 22:51:51, 0,  24576,  4097,  19953
2025-03-17 22:51:56, 0,  24576,  4097,  19953
2025-03-17 22:52:01, 0,  24576,  4097,  19953
2025-03-17 22:52:06, 0,  24576,  4097,  19953
2025-03-17 22:52:11, 0,  24576,  4097,  19953
2025-03-17 22:52:16, 0,  24576,  4097,  19953
