#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.335            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.821            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.376            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.760            
GPU 0     4                 0                 0.010        0.008        0.002        0.000        0.001        34.955            
GPU 0     75                9                 0.551        0.478        0.121        0.000        0.055        148.675           
GPU 0     73                9                 0.576        0.494        0.115        0.000        0.057        133.007           
GPU 0     75                9                 0.580        0.498        0.118        0.000        0.057        146.929           
GPU 0     67                8                 0.580        0.498        0.118        0.000        0.057        128.785           
GPU 0     64                8                 0.513        0.438        0.098        0.000        0.050        129.974           
GPU 0     92                12                0.584        0.502        0.119        0.000        0.058        150.699           
GPU 0     50                6                 0.480        0.412        0.098        0.000        0.047        136.400           
GPU 0     61                8                 0.476        0.408        0.096        0.000        0.047        180.505           
GPU 0     28                3                 0.553        0.478        0.119        0.000        0.055        98.143            
GPU 0     49                6                 0.565        0.486        0.116        0.000        0.056        152.224           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     77                10                0.527        0.449        0.100        0.000        0.052        90.300            
GPU 0     50                6                 0.605        0.520        0.124        0.000        0.060        154.575           
GPU 0     59                7                 0.573        0.491        0.115        0.000        0.056        121.264           
GPU 0     93                12                0.486        0.417        0.100        0.000        0.048        142.630           
GPU 0     65                8                 0.594        0.511        0.123        0.000        0.059        67.759            
GPU 0     37                5                 0.456        0.388        0.086        0.000        0.045        69.117            
GPU 0     45                6                 0.540        0.460        0.102        0.000        0.053        95.591            
GPU 0     83                11                0.587        0.504        0.120        0.000        0.058        147.172           
GPU 0     92                12                0.563        0.483        0.113        0.000        0.055        117.769           
GPU 0     30                4                 0.580        0.498        0.117        0.000        0.057        64.782            
GPU 0     82                11                0.557        0.475        0.107        0.000        0.055        74.850            
GPU 0     0                 0                 0.624        0.535        0.124        0.000        0.061        36.327            
GPU 0     0                 0                 0.327        0.279        0.064        0.000        0.031        35.936            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.738            
