#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.611            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.438            
GPU 0     65                2                 0.000        0.000        0.000        0.000        0.001        67.688            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.509            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.411            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.411            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.530            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.438            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.341            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.634            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.732            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.341            
GPU 0     74                9                 0.000        0.000        0.000        0.000        0.000        127.924           
GPU 0     59                7                 0.296        0.257        0.063        0.000        0.024        72.713            
GPU 0     66                8                 0.485        0.426        0.115        0.000        0.051        69.073            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     50                6                 0.455        0.388        0.087        0.000        0.045        156.068           
GPU 0     61                8                 0.624        0.535        0.123        0.000        0.061        123.244           
GPU 0     65                8                 0.584        0.502        0.118        0.000        0.057        87.477            
GPU 0     22                3                 0.574        0.491        0.114        0.000        0.056        70.354            
GPU 0     45                6                 0.478        0.408        0.092        0.000        0.047        151.420           
GPU 0     70                9                 0.458        0.389        0.084        0.000        0.045        164.382           
GPU 0     35                4                 0.554        0.473        0.108        0.000        0.054        152.670           
GPU 0     40                5                 0.526        0.452        0.106        0.000        0.052        72.529            
GPU 0     57                7                 0.500        0.427        0.097        0.000        0.049        132.813           
GPU 0     86                11                0.589        0.507        0.122        0.000        0.058        90.244            
GPU 0     37                5                 0.693        0.597        0.143        0.000        0.068        140.764           
GPU 0     21                3                 0.631        0.539        0.122        0.000        0.062        180.972           
GPU 0     71                9                 0.564        0.482        0.109        0.000        0.055        136.955           
GPU 0     88                11                0.632        0.542        0.127        0.000        0.062        156.817           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     30                4                 0.603        0.516        0.118        0.000        0.059        132.655           
GPU 0     75                9                 0.545        0.464        0.101        0.000        0.053        116.345           
GPU 0     48                6                 0.585        0.502        0.117        0.000        0.057        149.994           
GPU 0     8                 1                 0.590        0.507        0.120        0.000        0.058        73.135            
GPU 0     0                 0                 0.553        0.474        0.111        0.000        0.054        40.627            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.724            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.432            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.820            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.624            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.429            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.234            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.136            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.038            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.940            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.842            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.742            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.940            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.940            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.940            
