#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.534            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.275            
GPU 0     100               22                0.223        0.207        0.086        0.001        0.028        159.769           
GPU 0     86                14                0.630        0.589        0.259        0.003        0.099        78.273            
GPU 0     87                18                0.605        0.566        0.255        0.003        0.096        166.394           
GPU 0     65                13                0.644        0.604        0.272        0.003        0.101        179.895           
GPU 0     83                14                0.647        0.605        0.274        0.003        0.102        180.187           
GPU 0     82                14                0.647        0.605        0.274        0.003        0.103        83.743            
GPU 0     89                15                0.640        0.598        0.271        0.003        0.101        80.098            
GPU 0     90                15                0.649        0.607        0.274        0.003        0.102        162.315           
GPU 0     87                17                0.649        0.607        0.274        0.003        0.102        187.763           
GPU 0     33                7                 0.643        0.603        0.272        0.003        0.101        166.258           
GPU 0     76                13                0.661        0.617        0.279        0.003        0.104        167.289           
GPU 0     89                15                0.665        0.623        0.280        0.003        0.104        165.167           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     90                15                0.662        0.620        0.280        0.003        0.104        165.715           
GPU 0     81                16                0.644        0.602        0.273        0.003        0.102        189.140           
GPU 0     62                11                0.648        0.608        0.273        0.003        0.101        165.605           
GPU 0     63                11                0.667        0.623        0.281        0.003        0.105        176.900           
GPU 0     55                10                0.651        0.609        0.275        0.003        0.102        146.128           
GPU 0     44                9                 0.654        0.612        0.276        0.003        0.103        164.289           
GPU 0     77                13                0.660        0.617        0.279        0.003        0.104        86.848            
GPU 0     74                12                0.680        0.637        0.287        0.003        0.107        167.333           
GPU 0     80                16                0.648        0.606        0.274        0.003        0.102        176.228           
GPU 0     100               20                0.645        0.603        0.273        0.003        0.101        91.904            
GPU 0     86                17                0.645        0.604        0.271        0.003        0.101        135.977           
GPU 0     86                14                0.640        0.598        0.269        0.003        0.100        85.933            
GPU 0     0                 0                 0.613        0.574        0.259        0.003        0.097        66.699            
GPU 0     0                 0                 0.434        0.402        0.179        0.002        0.068        37.060            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.766            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.668            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.473            
