#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        29.827            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        65.211            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        66.016            
GPU 0     N/A               N/A               0.066        0.056        0.025        0.001        0.018        94.301            
GPU 0     N/A               N/A               0.488        0.436        0.241        0.011        0.145        104.105           
GPU 0     N/A               N/A               0.505        0.450        0.250        0.011        0.150        116.172           
GPU 0     N/A               N/A               0.505        0.450        0.250        0.011        0.150        107.379           
GPU 0     N/A               N/A               0.476        0.423        0.232        0.010        0.142        114.238           
GPU 0     N/A               N/A               0.458        0.407        0.222        0.010        0.135        100.890           
GPU 0     N/A               N/A               0.472        0.420        0.230        0.010        0.141        92.578            
GPU 0     N/A               N/A               0.484        0.434        0.240        0.011        0.146        114.637           
GPU 0     N/A               N/A               0.476        0.423        0.230        0.010        0.143        96.007            
GPU 0     N/A               N/A               0.444        0.393        0.213        0.009        0.132        121.179           
GPU 0     N/A               N/A               0.464        0.413        0.227        0.010        0.139        92.078            
GPU 0     N/A               N/A               0.464        0.414        0.227        0.010        0.140        106.380           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.434        0.388        0.212        0.010        0.131        100.213           
GPU 0     N/A               N/A               0.449        0.401        0.217        0.010        0.134        126.120           
GPU 0     N/A               N/A               0.472        0.421        0.233        0.010        0.142        107.365           
GPU 0     N/A               N/A               0.460        0.409        0.225        0.010        0.138        102.764           
GPU 0     N/A               N/A               0.479        0.426        0.232        0.010        0.143        117.670           
GPU 0     N/A               N/A               0.483        0.431        0.236        0.010        0.143        102.278           
GPU 0     N/A               N/A               0.466        0.414        0.227        0.010        0.138        119.115           
GPU 0     N/A               N/A               0.463        0.411        0.223        0.010        0.138        127.308           
GPU 0     N/A               N/A               0.453        0.403        0.220        0.010        0.136        128.001           
GPU 0     N/A               N/A               0.465        0.413        0.227        0.010        0.138        132.872           
GPU 0     N/A               N/A               0.464        0.412        0.224        0.010        0.138        107.575           
GPU 0     N/A               N/A               0.469        0.416        0.228        0.010        0.138        109.529           
GPU 0     N/A               N/A               0.464        0.413        0.228        0.010        0.138        96.481            
GPU 0     N/A               N/A               0.453        0.402        0.216        0.010        0.135        130.835           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     N/A               N/A               0.476        0.424        0.235        0.010        0.143        111.206           
GPU 0     N/A               N/A               0.472        0.422        0.234        0.011        0.143        114.153           
GPU 0     N/A               N/A               0.448        0.401        0.222        0.010        0.137        107.704           
GPU 0     N/A               N/A               0.477        0.426        0.237        0.011        0.144        106.109           
GPU 0     N/A               N/A               0.463        0.414        0.227        0.010        0.139        96.270            
GPU 0     N/A               N/A               0.349        0.324        0.203        0.010        0.113        105.026           
GPU 0     N/A               N/A               0.346        0.321        0.202        0.010        0.113        67.474            
GPU 0     N/A               N/A               0.060        0.056        0.035        0.002        0.019        67.297            
GPU 0     N/A               N/A               0.000        0.000        0.000        0.000        0.000        67.083            
