Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,12000,1037.3720833333334,214.2206830069443
StepA,12000,24.567083333333333,217.02958836721405
StepB,12000,353.74808333333334,216.07216810414678
StepD,12000,37.868,216.90797679084648
StepE,12000,223.26366666666667,216.05660683098972
