#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.856            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.434            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.434            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.471            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.471            
GPU 0     5                 0                 0.001        0.000        0.000        0.000        0.000        37.258            
GPU 0     5                 0                 0.051        0.039        0.010        0.000        0.003        36.855            
GPU 0     5                 0                 0.048        0.036        0.009        0.000        0.002        36.669            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.954            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        35.950            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.279            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.464            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.376            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.171            
GPU 0     6                 0                 0.050        0.037        0.009        0.000        0.003        37.148            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.181            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        38.631            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.268            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        38.729            
GPU 0     6                 0                 0.050        0.037        0.009        0.000        0.003        36.269            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        38.334            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.269            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        39.132            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        37.739            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        38.250            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        38.534            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        37.348            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        39.630            
GPU 0     5                 0                 0.049        0.037        0.009        0.000        0.003        37.051            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        39.719            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        38.631            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.856            
GPU 0     6                 0                 0.050        0.037        0.009        0.000        0.003        40.425            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.571            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.944            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        39.426            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        37.454            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        38.935            
GPU 0     6                 0                 0.050        0.037        0.009        0.000        0.003        36.168            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.758            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     6                 0                 0.050        0.037        0.009        0.000        0.003        36.366            
GPU 0     4                 0                 0.050        0.037        0.009        0.000        0.003        38.432            
GPU 0     6                 0                 0.050        0.037        0.009        0.000        0.003        36.268            
GPU 0     5                 0                 0.050        0.037        0.009        0.000        0.003        36.376            
GPU 0     0                 0                 0.050        0.037        0.009        0.000        0.003        35.569            
