#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.140            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.662            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.564            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.654            
GPU 0     95                20                0.501        0.487        0.211        0.000        0.063        167.368           
GPU 0     96                19                0.951        0.920        0.395        0.001        0.136        165.498           
GPU 0     95                20                0.951        0.920        0.395        0.001        0.136        167.518           
GPU 0     100               19                0.956        0.933        0.407        0.001        0.146        164.262           
GPU 0     94                13                0.938        0.916        0.388        0.001        0.143        168.406           
GPU 0     95                21                0.950        0.919        0.387        0.001        0.142        170.407           
GPU 0     95                20                0.955        0.935        0.395        0.001        0.141        168.436           
GPU 0     46                7                 0.897        0.870        0.348        0.001        0.134        65.203            
GPU 0     95                17                0.912        0.884        0.374        0.001        0.135        131.064           
GPU 0     25                3                 0.951        0.924        0.382        0.001        0.145        153.995           
GPU 0     96                16                0.908        0.871        0.354        0.001        0.136        165.643           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     100               17                0.949        0.919        0.372        0.001        0.131        64.587            
GPU 0     93                12                0.933        0.901        0.378        0.001        0.137        160.936           
GPU 0     94                14                0.945        0.903        0.358        0.001        0.130        170.406           
GPU 0     95                17                0.960        0.934        0.396        0.001        0.142        167.104           
GPU 0     95                17                0.941        0.908        0.365        0.001        0.132        168.981           
GPU 0     96                20                0.945        0.910        0.375        0.001        0.130        166.830           
GPU 0     92                16                0.935        0.904        0.359        0.001        0.127        169.370           
GPU 0     92                17                0.873        0.834        0.324        0.001        0.116        167.314           
GPU 0     94                18                0.891        0.857        0.337        0.001        0.117        172.769           
GPU 0     96                15                0.850        0.808        0.309        0.001        0.118        172.615           
GPU 0     54                7                 0.630        0.599        0.219        0.000        0.081        74.947            
GPU 0     33                6                 0.787        0.745        0.284        0.001        0.102        66.380            
GPU 0     14                2                 0.905        0.869        0.331        0.001        0.123        68.161            
GPU 0     95                15                0.738        0.707        0.272        0.001        0.099        71.396            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     96                17                0.868        0.835        0.313        0.001        0.120        165.997           
GPU 0     92                14                0.829        0.796        0.309        0.001        0.117        170.942           
GPU 0     0                 0                 0.776        0.741        0.291        0.001        0.102        67.258            
GPU 0     0                 0                 0.266        0.239        0.074        0.000        0.031        37.121            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.828            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.437            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.239            
