Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,10000,300.0703,89.37029688812626
StepA,10000,13.2882,89.6499170738267
StepB,10000,67.831,89.59770629871875
StepD,10000,14.8141,89.82143498724537
StepE,10000,107.9679,89.75452138401471
