#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.737            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.230            
GPU 0     16                0                 0.001        0.000        0.000        0.000        0.000        38.562            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.265            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.256            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.265            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.265            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.265            
GPU 0     96                19                0.000        0.000        0.000        0.000        0.000        175.284           
GPU 0     100               21                0.723        0.708        0.309        0.001        0.098        162.718           
GPU 0     100               21                0.965        0.942        0.394        0.001        0.161        160.986           
GPU 0     96                20                0.967        0.943        0.395        0.001        0.161        164.380           
GPU 0     96                16                0.963        0.940        0.405        0.001        0.151        168.027           
GPU 0     95                20                0.966        0.946        0.411        0.001        0.151        148.590           
GPU 0     96                20                0.970        0.946        0.396        0.001        0.161        164.088           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     100               21                0.968        0.950        0.404        0.001        0.157        169.248           
GPU 0     98                20                0.963        0.942        0.411        0.001        0.149        169.506           
GPU 0     95                17                0.967        0.943        0.422        0.001        0.144        170.087           
GPU 0     95                19                0.965        0.941        0.423        0.001        0.143        163.203           
GPU 0     100               21                0.964        0.940        0.423        0.001        0.143        113.256           
GPU 0     93                16                0.963        0.940        0.422        0.001        0.143        162.705           
GPU 0     95                16                0.953        0.930        0.416        0.001        0.142        166.937           
GPU 0     100               21                0.953        0.929        0.419        0.001        0.141        165.663           
GPU 0     100               16                0.964        0.940        0.422        0.001        0.143        162.964           
GPU 0     97                16                0.965        0.941        0.421        0.001        0.144        166.258           
GPU 0     100               21                0.966        0.942        0.424        0.001        0.142        98.412            
GPU 0     95                20                0.962        0.938        0.422        0.001        0.142        163.545           
GPU 0     96                17                0.964        0.940        0.420        0.001        0.143        166.536           
GPU 0     100               21                0.970        0.945        0.425        0.001        0.143        166.246           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     96                20                0.967        0.943        0.424        0.001        0.142        166.744           
GPU 0     97                16                0.964        0.941        0.421        0.001        0.144        172.141           
GPU 0     100               21                0.968        0.944        0.423        0.001        0.143        161.143           
GPU 0     95                19                0.965        0.940        0.423        0.001        0.142        168.525           
GPU 0     100               16                0.967        0.944        0.422        0.001        0.143        166.260           
GPU 0     94                17                0.970        0.945        0.424        0.001        0.143        165.373           
GPU 0     100               17                0.960        0.936        0.421        0.001        0.141        167.532           
GPU 0     0                 0                 0.872        0.851        0.382        0.001        0.130        42.439            
GPU 0     0                 0                 0.139        0.136        0.054        0.000        0.019        42.231            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.742            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.546            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.252            
