#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.631            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.021            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.021            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.158            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.267            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.256            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.169            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.256            
GPU 0     95                19                0.000        0.000        0.000        0.000        0.000        161.066           
GPU 0     100               22                0.503        0.491        0.205        0.000        0.068        163.583           
GPU 0     100               21                0.942        0.924        0.374        0.001        0.152        166.459           
GPU 0     100               21                0.962        0.941        0.407        0.001        0.149        152.024           
GPU 0     94                17                0.965        0.942        0.421        0.001        0.146        166.761           
GPU 0     98                21                0.965        0.949        0.392        0.001        0.159        166.473           
GPU 0     95                20                0.968        0.945        0.402        0.001        0.158        170.290           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     100               17                0.967        0.940        0.397        0.001        0.158        166.077           
GPU 0     98                21                0.966        0.941        0.394        0.001        0.157        165.974           
GPU 0     100               21                0.970        0.953        0.401        0.001        0.162        166.078           
GPU 0     95                20                0.965        0.948        0.399        0.001        0.161        170.105           
GPU 0     100               21                0.967        0.951        0.400        0.001        0.161        164.000           
GPU 0     100               21                0.963        0.946        0.398        0.001        0.161        177.414           
GPU 0     89                19                0.963        0.947        0.398        0.001        0.161        181.251           
GPU 0     93                20                0.858        0.844        0.355        0.001        0.144        164.798           
GPU 0     94                19                0.957        0.940        0.395        0.001        0.159        171.082           
GPU 0     95                20                0.962        0.946        0.398        0.001        0.160        165.581           
GPU 0     100               21                0.964        0.947        0.398        0.001        0.160        149.895           
GPU 0     96                20                0.967        0.951        0.400        0.001        0.160        166.666           
GPU 0     100               21                0.968        0.952        0.400        0.001        0.161        169.428           
GPU 0     100               21                0.969        0.952        0.400        0.001        0.160        182.233           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     95                20                0.969        0.952        0.400        0.001        0.160        167.113           
GPU 0     100               21                0.964        0.948        0.399        0.001        0.160        167.790           
GPU 0     96                20                0.970        0.954        0.401        0.001        0.161        162.289           
GPU 0     96                20                0.966        0.950        0.399        0.001        0.160        127.743           
GPU 0     100               21                0.969        0.953        0.400        0.001        0.160        168.676           
GPU 0     94                19                0.967        0.951        0.400        0.001        0.160        168.929           
GPU 0     100               21                0.962        0.945        0.397        0.001        0.159        169.706           
GPU 0     0                 0                 0.962        0.946        0.398        0.001        0.159        42.020            
GPU 0     0                 0                 0.401        0.393        0.164        0.000        0.063        41.714            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.116            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.736            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.430            
