#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.301            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.890            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.792            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        37.915            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.915            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.915            
GPU 0     96                13                0.000        0.000        0.000        0.000        0.000        169.297           
GPU 0     89                11                0.483        0.436        0.133        0.000        0.041        160.860           
GPU 0     94                12                0.809        0.714        0.195        0.000        0.082        173.728           
GPU 0     48                6                 0.747        0.654        0.170        0.000        0.075        152.006           
GPU 0     49                6                 0.596        0.515        0.125        0.000        0.059        154.727           
GPU 0     93                12                0.593        0.518        0.132        0.000        0.059        158.397           
GPU 0     80                11                0.677        0.594        0.159        0.000        0.069        173.618           
GPU 0     68                8                 0.647        0.565        0.147        0.000        0.064        158.259           
GPU 0     77                10                0.664        0.571        0.136        0.000        0.065        167.585           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     92                5                 0.709        0.614        0.154        0.000        0.070        160.282           
GPU 0     77                10                0.732        0.639        0.163        0.000        0.073        160.615           
GPU 0     0                 0                 0.579        0.500        0.123        0.000        0.057        39.708            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.894            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.698            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.491            
