#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.881            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.988            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.086            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.988            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.022            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.022            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.022            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.716            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.119            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.119            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.728            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.119            
GPU 0     92                16                0.000        0.000        0.000        0.000        0.000        175.630           
GPU 0     100               21                0.944        0.918        0.390        0.001        0.145        157.371           
GPU 0     95                20                0.963        0.940        0.409        0.001        0.152        166.990           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     100               22                0.963        0.939        0.412        0.001        0.149        161.850           
GPU 0     100               17                0.964        0.943        0.409        0.001        0.154        164.852           
GPU 0     95                17                0.963        0.944        0.408        0.001        0.154        164.256           
GPU 0     96                20                0.965        0.943        0.412        0.001        0.152        155.460           
GPU 0     95                19                0.966        0.944        0.416        0.001        0.148        167.495           
GPU 0     96                20                0.951        0.933        0.417        0.001        0.149        175.150           
GPU 0     95                20                0.969        0.952        0.401        0.001        0.162        159.046           
GPU 0     100               21                0.961        0.939        0.394        0.001        0.156        166.225           
GPU 0     0                 0                 0.966        0.949        0.399        0.001        0.161        40.799            
GPU 0     0                 0                 0.096        0.094        0.042        0.000        0.012        40.384            
