#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        26.238            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        27.919            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.955            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        34.858            
GPU 0     94                18                0.000        0.000        0.000        0.000        0.000        169.273           
GPU 0     94                16                0.625        0.609        0.273        0.000        0.080        168.639           
GPU 0     88                17                0.946        0.922        0.416        0.001        0.145        165.156           
GPU 0     100               22                0.949        0.925        0.417        0.001        0.145        181.428           
GPU 0     100               22                0.955        0.931        0.419        0.001        0.147        165.837           
GPU 0     93                20                0.955        0.931        0.419        0.001        0.147        162.367           
GPU 0     100               17                0.952        0.929        0.417        0.001        0.146        157.534           
GPU 0     96                16                0.960        0.936        0.421        0.001        0.147        160.183           
GPU 0     95                18                0.957        0.933        0.420        0.001        0.146        168.145           
GPU 0     95                20                0.960        0.936        0.422        0.001        0.146        163.784           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     94                18                0.959        0.936        0.421        0.001        0.146        163.636           
GPU 0     100               17                0.956        0.932        0.418        0.001        0.146        175.061           
GPU 0     92                16                0.957        0.933        0.419        0.001        0.146        163.634           
GPU 0     96                19                0.944        0.920        0.415        0.001        0.143        164.165           
GPU 0     100               22                0.956        0.932        0.420        0.001        0.145        165.339           
GPU 0     100               22                0.963        0.939        0.422        0.001        0.147        163.829           
GPU 0     100               17                0.960        0.936        0.420        0.001        0.146        154.334           
GPU 0     95                16                0.959        0.936        0.420        0.001        0.146        165.242           
GPU 0     94                19                0.955        0.931        0.420        0.001        0.145        173.790           
GPU 0     100               22                0.957        0.934        0.421        0.001        0.145        166.542           
GPU 0     100               22                0.961        0.937        0.421        0.001        0.146        165.575           
GPU 0     100               17                0.960        0.936        0.420        0.001        0.146        169.413           
GPU 0     96                18                0.958        0.935        0.420        0.001        0.145        157.629           
GPU 0     95                20                0.958        0.934        0.421        0.001        0.145        173.678           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     100               17                0.962        0.938        0.422        0.001        0.145        165.239           
GPU 0     99                17                0.940        0.916        0.410        0.001        0.143        169.219           
GPU 0     95                18                0.961        0.937        0.421        0.001        0.145        165.934           
GPU 0     100               21                0.958        0.934        0.421        0.001        0.145        169.527           
GPU 0     100               21                0.960        0.937        0.421        0.001        0.145        168.335           
GPU 0     0                 0                 0.963        0.939        0.421        0.001        0.146        37.915            
GPU 0     0                 0                 0.151        0.140        0.052        0.000        0.015        37.525            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.219            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.827            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.535            
