Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,8000,129.3535,73.80482314519253
StepA,8000,10.392375,73.921439989651
StepB,8000,36.87325,73.8743397480885
StepD,8000,6.160125,74.07133069145587
StepE,8000,40.693,74.14753505788141
