Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,6000,182.2645,114.06627250432501
StepA,6000,13.378833333333333,114.45357953569997
StepB,6000,49.3125,114.35323714955497
StepD,6000,8.469666666666667,114.9315199693516
StepE,6000,51.31616666666667,115.09466536226046
