Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,12000,575.0028333333333,103.93929944912172
StepA,12000,15.7115,104.44500535280652
StepB,12000,108.39883333333333,104.28797385848122
StepD,12000,24.36375,104.54145504281843
StepE,12000,228.36408333333333,104.39230628702666
