#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        36.668            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.336            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.434            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.238            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.982            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        34.982            
GPU 0     92                13                0.000        0.000        0.000        0.000        0.000        143.372           
GPU 0     83                10                0.345        0.326        0.117        0.000        0.031        167.184           
GPU 0     55                7                 0.772        0.702        0.213        0.000        0.086        155.341           
GPU 0     90                12                0.788        0.701        0.199        0.000        0.081        167.871           
GPU 0     80                10                0.745        0.659        0.184        0.000        0.075        157.057           
GPU 0     30                4                 0.755        0.667        0.188        0.000        0.077        123.532           
GPU 0     89                11                0.705        0.626        0.173        0.000        0.074        144.297           
GPU 0     73                9                 0.770        0.679        0.186        0.000        0.079        107.350           
GPU 0     93                12                0.799        0.708        0.206        0.000        0.082        126.940           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.725        0.646        0.184        0.000        0.075        36.766            
GPU 0     0                 0                 0.283        0.251        0.075        0.000        0.026        36.473            
