Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,24000,1646.6694583333333,171.6198049254884
StepA,24000,15.294541666666667,174.99598967523661
StepB,24000,362.10791666666665,171.8717550254585
StepD,24000,37.14725,172.1787789654925
StepE,24000,116.80108333333334,172.23809045370382
