#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        32.097            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.852            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.950            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.048            
GPU 0     60                10                0.295        0.268        0.112        0.001        0.035        88.880            
GPU 0     55                10                0.626        0.559        0.219        0.003        0.083        85.631            
GPU 0     58                9                 0.647        0.587        0.217        0.003        0.088        165.472           
GPU 0     81                14                0.613        0.550        0.203        0.003        0.082        98.881            
GPU 0     70                10                0.613        0.550        0.203        0.003        0.082        172.204           
GPU 0     88                15                0.606        0.545        0.217        0.003        0.084        90.676            
GPU 0     52                9                 0.649        0.584        0.237        0.003        0.085        164.643           
GPU 0     68                12                0.599        0.535        0.204        0.003        0.077        179.425           
GPU 0     68                13                0.658        0.605        0.241        0.003        0.093        178.526           
GPU 0     66                10                0.647        0.593        0.246        0.003        0.091        146.830           
GPU 0     51                9                 0.612        0.558        0.224        0.003        0.086        94.133            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     38                7                 0.603        0.551        0.226        0.003        0.086        74.094            
GPU 0     95                15                0.630        0.578        0.237        0.003        0.088        163.958           
GPU 0     67                9                 0.624        0.568        0.218        0.003        0.086        173.561           
GPU 0     52                10                0.586        0.535        0.229        0.003        0.081        185.762           
GPU 0     53                10                0.616        0.565        0.236        0.003        0.087        82.688            
GPU 0     56                10                0.644        0.590        0.233        0.003        0.087        138.103           
GPU 0     52                10                0.622        0.570        0.225        0.003        0.086        163.956           
GPU 0     64                12                0.609        0.558        0.232        0.003        0.088        86.215            
GPU 0     87                15                0.650        0.603        0.261        0.003        0.096        89.174            
GPU 0     71                10                0.631        0.585        0.247        0.003        0.092        85.641            
GPU 0     70                12                0.607        0.551        0.217        0.003        0.083        86.212            
GPU 0     96                16                0.603        0.535        0.200        0.002        0.078        161.898           
GPU 0     57                10                0.638        0.594        0.253        0.003        0.095        72.550            
GPU 0     0                 0                 0.579        0.530        0.212        0.003        0.082        41.714            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        41.115            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.627            
