#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        29.775            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.614            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.510            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.608            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.614            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.608            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.614            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.608            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.706            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        35.712            
GPU 0     40                27                0.000        0.000        0.000        0.000        0.000        191.455           
GPU 0     60                37                0.363        0.333        0.187        0.075        0.177        166.486           
GPU 0     53                35                0.526        0.468        0.266        0.102        0.257        190.685           
GPU 0     77                46                0.632        0.570        0.323        0.126        0.313        165.282           
GPU 0     68                41                0.636        0.579        0.329        0.128        0.320        119.704           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     89                60                0.607        0.556        0.314        0.124        0.307        70.527            
GPU 0     81                50                0.639        0.579        0.329        0.128        0.320        162.935           
GPU 0     66                43                0.627        0.571        0.325        0.126        0.317        168.849           
GPU 0     50                33                0.615        0.566        0.322        0.126        0.314        135.413           
GPU 0     47                25                0.594        0.545        0.310        0.121        0.303        167.160           
GPU 0     69                45                0.603        0.546        0.310        0.121        0.301        66.587            
GPU 0     53                32                0.570        0.510        0.291        0.112        0.280        175.744           
GPU 0     64                40                0.571        0.512        0.291        0.112        0.281        190.720           
GPU 0     60                34                0.538        0.486        0.277        0.107        0.269        164.809           
GPU 0     87                60                0.631        0.566        0.323        0.124        0.311        161.037           
GPU 0     84                59                0.550        0.497        0.282        0.110        0.274        64.227            
GPU 0     50                31                0.568        0.519        0.294        0.117        0.288        171.326           
GPU 0     49                31                0.663        0.603        0.343        0.133        0.333        65.019            
GPU 0     99                63                0.574        0.519        0.295        0.115        0.287        161.639           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     99                66                0.587        0.523        0.298        0.115        0.288        64.325            
GPU 0     0                 0                 0.596        0.537        0.305        0.118        0.296        66.311            
GPU 0     0                 0                 0.454        0.416        0.237        0.092        0.236        37.379            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.189            
