#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.811            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.839            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.132            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        38.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.256            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.256            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.959            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.959            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.363            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        38.354            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.959            
GPU 0     27                4                 0.000        0.000        0.000        0.000        0.000        39.148            
GPU 0     37                5                 0.107        0.077        0.050        0.003        0.016        47.173            
GPU 0     33                5                 0.268        0.194        0.128        0.006        0.042        49.446            
GPU 0     34                5                 0.243        0.176        0.115        0.006        0.037        42.917            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     30                5                 0.256        0.184        0.120        0.006        0.039        45.089            
GPU 0     38                6                 0.244        0.177        0.116        0.006        0.037        47.571            
GPU 0     36                5                 0.249        0.181        0.119        0.006        0.038        48.071            
GPU 0     29                4                 0.259        0.188        0.123        0.006        0.040        38.855            
GPU 0     28                4                 0.254        0.184        0.121        0.006        0.039        44.605            
GPU 0     29                4                 0.255        0.184        0.121        0.006        0.039        47.766            
GPU 0     35                6                 0.254        0.183        0.121        0.006        0.039        47.466            
GPU 0     31                5                 0.258        0.188        0.124        0.006        0.040        46.275            
GPU 0     29                5                 0.262        0.191        0.125        0.006        0.041        48.768            
GPU 0     37                6                 0.260        0.190        0.124        0.006        0.040        43.320            
GPU 0     31                5                 0.262        0.193        0.126        0.007        0.041        43.822            
GPU 0     26                4                 0.261        0.191        0.125        0.006        0.040        51.739            
GPU 0     28                4                 0.271        0.200        0.130        0.007        0.043        47.669            
GPU 0     33                5                 0.270        0.199        0.130        0.007        0.042        49.843            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     32                5                 0.262        0.192        0.125        0.007        0.041        46.776            
GPU 0     32                5                 0.252        0.184        0.120        0.006        0.039        43.309            
GPU 0     34                5                 0.258        0.189        0.122        0.006        0.040        46.776            
GPU 0     31                5                 0.257        0.188        0.122        0.006        0.039        50.442            
GPU 0     30                5                 0.260        0.191        0.124        0.007        0.040        45.387            
GPU 0     34                5                 0.257        0.187        0.121        0.006        0.039        47.167            
GPU 0     30                5                 0.261        0.191        0.124        0.007        0.040        46.489            
GPU 0     28                4                 0.260        0.191        0.124        0.007        0.040        46.397            
GPU 0     35                6                 0.259        0.188        0.123        0.006        0.040        42.421            
GPU 0     31                5                 0.256        0.187        0.122        0.006        0.039        42.514            
GPU 0     33                5                 0.257        0.188        0.122        0.006        0.039        48.762            
GPU 0     0                 0                 0.260        0.190        0.123        0.007        0.040        38.757            
