#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        28.941            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.532            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.630            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        37.754            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.765            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.754            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.754            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.754            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.875            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.864            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.864            
GPU 0     18                2                 0.000        0.000        0.000        0.000        0.000        39.539            
GPU 0     17                2                 0.161        0.091        0.012        0.000        0.015        43.698            
GPU 0     17                2                 0.173        0.098        0.013        0.000        0.016        40.334            
GPU 0     18                2                 0.174        0.098        0.013        0.000        0.017        40.444            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     19                2                 0.166        0.094        0.012        0.000        0.016        43.316            
GPU 0     13                2                 0.173        0.098        0.013        0.000        0.016        43.502            
GPU 0     17                2                 0.173        0.098        0.013        0.000        0.016        42.130            
GPU 0     17                2                 0.173        0.098        0.013        0.000        0.016        40.236            
GPU 0     17                2                 0.174        0.098        0.013        0.000        0.017        39.844            
GPU 0     17                2                 0.173        0.098        0.013        0.000        0.016        43.805            
GPU 0     19                2                 0.174        0.098        0.013        0.000        0.017        43.209            
GPU 0     17                2                 0.174        0.098        0.013        0.000        0.017        40.627            
GPU 0     17                2                 0.174        0.098        0.013        0.000        0.016        39.942            
GPU 0     17                2                 0.174        0.098        0.013        0.000        0.016        42.218            
GPU 0     18                2                 0.174        0.098        0.013        0.000        0.016        42.521            
GPU 0     19                2                 0.173        0.098        0.013        0.000        0.016        41.226            
GPU 0     17                2                 0.174        0.098        0.013        0.000        0.016        40.921            
GPU 0     17                2                 0.173        0.098        0.013        0.000        0.016        43.903            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     17                2                 0.174        0.098        0.013        0.000        0.017        42.522            
GPU 0     19                2                 0.168        0.094        0.013        0.000        0.016        40.640            
GPU 0     17                2                 0.173        0.098        0.013        0.000        0.016        42.815            
GPU 0     17                2                 0.173        0.097        0.013        0.000        0.016        42.228            
GPU 0     18                2                 0.174        0.098        0.013        0.000        0.016        41.519            
GPU 0     17                2                 0.173        0.098        0.013        0.000        0.016        42.424            
GPU 0     19                2                 0.174        0.098        0.013        0.000        0.017        43.817            
GPU 0     17                2                 0.174        0.098        0.013        0.000        0.017        40.236            
GPU 0     18                2                 0.173        0.098        0.013        0.000        0.016        40.236            
GPU 0     17                2                 0.174        0.098        0.013        0.000        0.017        43.697            
GPU 0     17                2                 0.172        0.097        0.013        0.000        0.016        38.060            
