#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.901            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.923            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.217            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        30.825            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        37.852            
GPU 0     0                 0                 0.001        0.000        0.000        0.000        0.000        37.950            
GPU 0     100               20                0.000        0.000        0.000        0.000        0.000        164.891           
GPU 0     93                12                0.405        0.395        0.152        0.000        0.046        115.218           
GPU 0     95                15                0.761        0.670        0.182        0.000        0.078        151.450           
GPU 0     93                12                0.804        0.717        0.204        0.000        0.083        143.074           
GPU 0     95                13                0.778        0.692        0.203        0.000        0.082        129.707           
GPU 0     93                12                0.816        0.734        0.218        0.001        0.085        153.131           
GPU 0     75                10                0.904        0.823        0.252        0.001        0.098        73.801            
GPU 0     95                15                0.844        0.759        0.227        0.001        0.089        169.344           
GPU 0     88                11                0.848        0.760        0.225        0.001        0.088        160.889           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     93                12                0.826        0.753        0.233        0.001        0.091        173.339           
GPU 0     92                12                0.834        0.755        0.232        0.001        0.089        156.978           
GPU 0     94                12                0.873        0.796        0.248        0.001        0.093        136.278           
GPU 0     87                11                0.863        0.773        0.230        0.001        0.089        87.003            
GPU 0     0                 0                 0.831        0.757        0.233        0.001        0.090        41.213            
