#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        31.816            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.559            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.656            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        37.559            
GPU 0     93                15                0.691        0.670        0.273        0.000        0.092        165.937           
GPU 0     97                17                0.941        0.895        0.339        0.001        0.118        165.526           
GPU 0     97                17                0.924        0.889        0.346        0.001        0.118        160.858           
GPU 0     97                16                0.954        0.923        0.372        0.001        0.127        172.815           
GPU 0     95                13                0.925        0.883        0.341        0.001        0.121        171.834           
GPU 0     95                13                0.925        0.883        0.341        0.001        0.121        159.790           
GPU 0     98                16                0.966        0.935        0.395        0.001        0.138        160.964           
GPU 0     96                17                0.930        0.889        0.363        0.001        0.115        163.090           
GPU 0     87                12                0.963        0.930        0.367        0.001        0.132        146.600           
GPU 0     97                16                0.907        0.875        0.344        0.001        0.131        170.745           
GPU 0     96                19                0.947        0.917        0.384        0.001        0.129        158.025           
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     60                8                 0.961        0.929        0.385        0.001        0.134        166.738           
GPU 0     94                13                0.901        0.869        0.348        0.001        0.130        166.177           
GPU 0     96                13                0.941        0.902        0.351        0.001        0.124        171.036           
GPU 0     95                15                0.902        0.867        0.344        0.001        0.126        166.614           
GPU 0     96                17                0.954        0.918        0.356        0.001        0.120        168.531           
GPU 0     93                16                0.900        0.866        0.336        0.001        0.117        156.449           
GPU 0     25                3                 0.927        0.884        0.336        0.001        0.122        75.083            
GPU 0     96                16                0.874        0.832        0.322        0.001        0.112        169.284           
GPU 0     100               21                0.959        0.929        0.384        0.001        0.133        158.876           
GPU 0     96                19                0.958        0.929        0.395        0.001        0.137        160.131           
GPU 0     97                16                0.933        0.886        0.330        0.001        0.119        163.865           
GPU 0     97                16                0.955        0.921        0.372        0.001        0.127        172.802           
GPU 0     97                16                0.929        0.884        0.343        0.001        0.122        170.892           
GPU 0     0                 0                 0.926        0.893        0.368        0.001        0.122        41.616            
#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        POWER             
ID                                                                                                              W                
GPU 0     0                 0                 0.351        0.341        0.148        0.000        0.046        41.018            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.920            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.528            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.235            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        39.953            
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        40.040            
