Step,TotalRequests,AvgLatency_ms,Throughput_reqPerSec
Ingress,240,425.85833333333335,7.958351294890075
StepAudio,240,72.7875,8.021658477890304
StepSearch,240,35.4125,8.032128514056225
StepToxCheck,240,35.4875,8.034279592929835
StepTTS,240,231.40833333333333,8.002133902373966
